StopID,Bench,Shelter,routes,Direction,Pole_Locat,Sidewalk,Trans_P,x,y
00040, , ,4,inbound,rear facing back of curb,sidewalk,transfer point,1453640.037355759646744,543459.971015580696985
00120, , ,"235, 60",outbound,forward facing back of curb,sidewalk, ,1424129.179710917640477,535050.108242158894427
00126, , ,"235, 60",inbound,forward facing back of curb,sidewalk, ,1423808.589144757948816,536202.612170754931867
00127, , ,"235, 60",outbound,forward facing back of curb,sidewalk, ,1423858.259649089537561,536575.487737336661667
00140, , ,"235, 60",inbound,forward facing edge of pavement, , ,1424115.110841430723667,535017.984618740156293
00160,Bench, ,"221, 9",inbound,forward facing back of sidewalk,sidewalk, ,1477221.394720501499251,534317.210757828550413
00170, ,Shelter,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk, ,1479217.105952167185023,533500.945986160542816
00180, ,Shelter,"221, 40x, 46x, 9",outbound,forward facing back of curb,sidewalk, ,1479323.171684927074239,533416.090840909746476
00183, , ,50,not applicable,other,sidewalk, ,1471247.415198676288128,573835.031328323064372
00200, , ,22,inbound,forward facing back of curb, , ,1460865.092131337383762,561616.090871267486364
00210, ,Shelter,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk, ,1480939.182888587936759,533380.840255266870372
00230, , ,"221, 40x, 46x, 9",outbound,rear facing back of sidewalk,sidewalk, ,1481775.994207091862336,533242.078393657691777
00240, , ,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk, ,1481575.018559179734439,533332.952227651956491
00250, , ,"221, 40x, 46x, 9",outbound,forward facing back of sidewalk,sidewalk, ,1482849.079659332986921,533134.162599004688673
00260, ,Shelter,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk, ,1482855.115408428478986,533206.128990498022176
00270, ,Shelter,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point,1483789.954746088013053,533102.842779749887995
00280, , ,221,outbound,forward facing back of sidewalk,sidewalk,transfer point,1483650.004566675284877,533044.128330245846882
00285,Bench, ,"3, 40x, 46x, 9",not applicable,forward facing back of curb,sidewalk,transfer point,1484957.241125430911779,533635.820716421352699
00300, , ,46x,outbound,forward facing back of sidewalk,sidewalk, ,1486746.125342925544828,533957.513970667030662
00320, , ,46x,outbound,forward facing back of sidewalk,sidewalk, ,1489658.127064846223220,534998.875733090913855
00330, , ,46x,outbound,forward facing back of sidewalk,sidewalk, ,1492398.983459761831909,535845.071547245606780
00340, , ,"222, 46x",outbound,forward facing back of sidewalk,sidewalk,transfer point,1494988.479593088850379,536197.969135407358408
00360, , ,34,inbound,forward facing back of curb,sidewalk,transfer point,1435323.023464926285669,546834.037758260499686
00400,Bench, ,34,outbound,forward facing back of sidewalk,sidewalk,transfer point,1435336.971599745564163,546845.056436992483214
00410, ,Shelter,"2, 235, 34",inbound,forward facing back of curb,sidewalk,transfer point,1433548.075243171304464,547783.036516427644528
00580, , ,23,outbound,forward facing back of sidewalk,sidewalk, ,1464552.123471177415922,548339.061322994180955
00590, , ,23,inbound,forward facing edge of pavement, , ,1464600.998373427428305,548317.066616327851079
00600, , ,23,inbound,forward facing edge of pavement, , ,1465012.982785677304491,548012.962237657280639
00610, , ,23,outbound,forward facing edge of pavement,sidewalk, ,1465287.027185092447326,547891.898503407835960
00620, , ,23,inbound,forward facing edge of pavement, , ,1465373.089020842453465,547895.077630915562622
00630, , ,23,inbound,forward facing edge of pavement, , ,1465864.107723837951198,547833.079067256534472
00640, , ,23,outbound,forward facing edge of pavement,sidewalk, ,1465806.721683760872111,547813.729040339123458
00670,Bench, ,14,outbound,rear facing back of curb,sidewalk, ,1467637.024125507101417,495290.846553487586789
00720, , ,211,inbound,forward facing back of sidewalk,sidewalk,transfer point,1471834.753590919543058,558397.582872569793835
00750, , ,211,inbound,rear facing back of curb, ,transfer point,1471283.240258252946660,558372.475967422476970
00760, , ,56,inbound,forward facing back of sidewalk,sidewalk, ,1432098.150977672543377,509191.941454668180086
00770,Bench, ,56,inbound,forward facing back of sidewalk,sidewalk, ,1431087.106083758873865,509783.163369336165488
00790, , ,56,inbound,forward facing back of curb, , ,1428184.635838839458302,511435.854617746314034
00795, , ,56,inbound,forward facing edge of pavement,sidewalk, ,1426460.726557009387761,512450.129492084204685
00810, , ,56,inbound,forward facing back of curb,sidewalk, ,1425267.913325837580487,513278.034004242508672
00930, , ,56,outbound,forward facing back of sidewalk,sidewalk, ,1431927.132947002071887,509333.901472580037080
00960, , ,56,outbound,forward facing back of sidewalk,sidewalk, ,1431035.170492089586332,509866.060185178648680
01000, , ,56,outbound,forward facing back of sidewalk,sidewalk,transfer point,1428923.127800171263516,511091.113509338814765
01001,Bench, ,56,inbound,forward facing back of sidewalk,sidewalk, ,1428898.954620176227763,511015.865300239354838
01020, , ,56,outbound,forward facing back of curb,sidewalk, ,1428086.019566259812564,511593.914669078192674
01030, , ,56,outbound,forward facing back of curb,sidewalk, ,1426496.298008165322244,512557.916349998442456
01100, , ,56,outbound,forward facing back of curb,sidewalk, ,1424842.292786007514223,513640.098240736697335
01110,Bench, ,56,inbound,forward facing back of sidewalk,sidewalk, ,1424524.042766339145601,513772.217070997983683
01170, , ,8,outbound,forward facing back of sidewalk,sidewalk, ,1434933.942878256319091,549938.102088158368133
01180, , ,8,inbound,forward facing back of sidewalk,sidewalk, ,1434970.021546250442043,549903.925319250207394
01190, ,Shelter,"2, 8",outbound,forward facing back of curb, ,transfer point,1434090.940299175679684,549202.868322407943197
01200, ,Shelter,"2, 8",inbound,forward facing back of sidewalk,sidewalk,transfer point,1434173.011001180158928,549168.903823416447267
01210, , ,2,outbound,forward facing back of sidewalk,sidewalk, ,1433765.066607095068321,549027.087177909910679
01220,Bench, ,2,outbound,forward facing back of sidewalk,sidewalk,transfer point,1433611.054776003118604,548078.138288416434079
01230, , ,2,not applicable,forward facing back of curb, ,transfer point,1433553.100823675980791,547545.968421009485610
01240,Bench, ,"2, 235, 34",outbound,forward facing back of curb,sidewalk, ,1433589.175882762065157,547370.917261922499165
01260, , ,2,not applicable,forward facing back of curb,sidewalk,transfer point,1433559.133620002539828,546924.120911407982931
01270, , ,"2, 235",inbound,forward facing back of sidewalk,sidewalk,transfer point,1433513.175378582905978,546800.871486001415178
01290, , ,"2, 235, 30",outbound,forward facing back of curb, , ,1433582.087314254837111,546078.082577254623175
01300, , ,"2, 235",inbound,forward facing back of sidewalk,sidewalk, ,1433569.916734927799553,546081.955272924154997
01310, , ,"235, 30",outbound,forward facing back of curb,sidewalk, ,1433560.112292594974861,546912.817784420331009
01330, , ,"2, 235, 30",outbound,forward facing back of curb, ,transfer point,1433920.162097415653989,545421.134744159993716
01340,Bench, ,"2, 235, 30",inbound,forward facing back of sidewalk,sidewalk,transfer point,1433937.324136591516435,545318.883964412845671
01350, , ,"2, 235, 30",inbound,rear facing back of curb,sidewalk,transfer point,1434775.122329764533788,543723.813335661659949
01370,Bench, ,"221, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point,1477355.992876505246386,534088.793891833978705
01380, , ,235,outbound,forward facing back of sidewalk,sidewalk, ,1435462.169840176356956,542363.879703827318735
01460,Bench, ,6,inbound,forward facing back of sidewalk,sidewalk, ,1451811.121722257928923,535425.172780743683688
01550, , ,30,outbound,forward facing back of curb,sidewalk, ,1451031.949068001704291,516971.086329416022636
01570, , ,30,outbound,forward facing back of curb,sidewalk, ,1451322.904194749891758,520207.882021169119980
01590, , ,30,outbound,forward facing back of sidewalk,sidewalk, ,1450473.957073753932491,518350.070120003190823
01600, , ,57,inbound,forward facing back of curb,sidewalk, ,1451197.975966922240332,516557.054677158419508
01610, , ,57,outbound,forward facing back of sidewalk,sidewalk, ,1451246.025411509443074,515890.040263167233206
01630, , ,13,inbound,forward facing edge of pavement, , ,1441457.543348097475246,564587.114456751267426
01650, , ,13,inbound,forward facing edge of pavement, , ,1441917.410210511414334,565153.587077084463090
01670, , ,13,inbound,forward facing edge of pavement, , ,1442163.144627175759524,565475.841353830532171
01760, , ,30,inbound,forward facing back of sidewalk,sidewalk, ,1451275.109670927748084,519951.052154253004119
01790,Bench, ,30,inbound,forward facing back of curb,sidewalk, ,1451156.851049178745598,516887.238400004804134
01800, , ,57,inbound,rear facing back of curb,sidewalk, ,1451099.171702580526471,515450.129069498740137
01990, , ,"23, 29",not applicable,forward facing back of sidewalk,sidewalk, ,1477004.951583841117099,553063.110930008930154
02010, , ,"23, 29",not applicable,forward facing edge of pavement,sidewalk, ,1477502.138581595383584,552355.817725157598034
02011, , ,29, , , , ,1477549.909155345056206,552321.850929580512457
02040, , ,"23, 29",not applicable,forward facing edge of pavement,sidewalk, ,1477827.139243923593313,551839.028404420707375
02080, ,Shelter,"23, 29",not applicable,forward facing edge of pavement,sidewalk,transfer point,1478337.961056926287711,551021.944736738223583
02100, , ,29,inbound,forward facing back of curb,sidewalk,transfer point,1478460.973606174811721,550801.014076249790378
02110, , ,29,outbound,forward facing back of curb, , ,1478565.949774168198928,550708.893853675108403
02120, , ,29,outbound,forward facing back of curb, , ,1478738.005860498407856,550373.168475235928781
02130, , ,29,inbound,rear facing back of curb,sidewalk, ,1478716.992123001487926,550298.917639498831704
02140, , ,29,outbound,forward facing back of curb, , ,1478983.915473678382114,549074.815756996278651
02150, , ,29,inbound,rear facing back of curb,sidewalk, ,1479108.952953256899491,547745.102209087694064
02170, , ,29,outbound,forward facing back of curb, , ,1479172.909190166741610,547697.022252749302424
02180, , ,29,outbound,forward facing back of curb, , ,1479372.557084836764261,546907.634067759499885
02190, , ,29,inbound,rear facing back of curb,sidewalk, ,1479545.655491923447698,546204.254568992066197
02240, , ,6,inbound,forward facing back of sidewalk,sidewalk, ,1452449.893410583958030,536170.864530839142390
02270, , ,18,inbound,forward facing back of curb, , ,1433079.994814507896081,558420.075937828398310
02280, , ,18,inbound,forward facing back of curb, , ,1432502.129172346554697,558347.052789923036471
02290, , ,18,inbound,forward facing back of curb, , ,1431500.969101166352630,558400.101568331127055
02370, , ,7,inbound,forward facing back of curb,sidewalk,transfer point,1445136.144258593441918,548518.966475002118386
02380, ,Shelter,7,outbound,forward facing back of sidewalk,sidewalk,transfer point,1445178.303951164707541,548521.817847242229618
02390,Bench, ,7,inbound,forward facing edge of pavement,sidewalk, ,1445290.165932176401839,548945.978416252182797
02400, , ,7,outbound,forward facing back of curb,sidewalk, ,1445435.032112264074385,549187.153458833112381
02420, , ,7,inbound,forward facing back of sidewalk,sidewalk, ,1445664.092349670361727,550097.987595166428946
02430, , ,7,outbound,forward facing back of sidewalk,sidewalk, ,1445735.057102763326839,550347.826990494388156
02440, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk, ,1445718.084039591718465,550589.847175754606724
02470, , ,7,outbound,forward facing back of sidewalk,sidewalk, ,1445903.925859504146501,551857.129746159771457
02480,Bench, ,7,inbound,forward facing back of curb,sidewalk, ,1445873.970210753614083,551899.914765574620105
02500, , ,7,outbound,forward facing back of curb,sidewalk, ,1445952.183308925712481,552298.135097756283358
02510,Bench, ,7,outbound,forward facing back of curb,sidewalk, ,1446007.027687421301380,552756.125979664037004
02530, ,Shelter,7,inbound,forward facing back of curb,sidewalk, ,1446050.994791078614071,553430.907110417610966
02540, , ,7,outbound,rear facing back of sidewalk,sidewalk, ,1446086.906136592151597,553547.082731064176187
02550, , ,7,inbound,forward facing back of sidewalk,sidewalk, ,1446128.034663251135498,554086.140708086546510
02552, , ,7,outbound,forward facing back of curb,sidewalk, ,1446157.812818921171129,553938.160360998939723
02570, , ,7,outbound,forward facing back of curb,sidewalk, ,1446238.061018012929708,554781.163924334803596
02580, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk, ,1446214.917363499756902,554788.876507329172455
02600, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point,1446406.085944425081834,555975.982072743354365
02610, ,Shelter,7,outbound,forward facing back of curb,sidewalk,transfer point,1446457.872914336388931,555951.353841160656884
02630, ,Shelter,7,inbound,forward facing back of curb,sidewalk,transfer point,1446551.910455918405205,556766.072684166487306
02640, ,Shelter,7,outbound,forward facing back of curb,sidewalk, ,1446674.001091011799872,557164.931466493522748
02660, ,Shelter,7,outbound,forward facing back of curb,sidewalk,transfer point,1446668.805235260399058,557526.127266412950121
02670, ,Shelter,7,inbound,forward facing back of curb,sidewalk,transfer point,1446635.836469179950655,557551.131481486372650
02720, , ,7,outbound,forward facing back of sidewalk,sidewalk,transfer point,1446497.907283091219142,560235.013252835022286
02730, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point,1446405.949133670423180,560329.918246748507954
02740, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point,1446244.103000679519027,560885.876452407566831
02750, , ,7,outbound,forward facing back of sidewalk,sidewalk,transfer point,1446303.076636006822810,560878.950285159633495
02760,Bench, ,7,inbound,forward facing back of sidewalk,sidewalk, ,1446120.129167253151536,561615.125321995466948
02770, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point,1445933.955983170541003,562353.910917922854424
02771, , ,7,outbound,forward facing back of curb,sidewalk,transfer point,1446127.013339839875698,561743.856363755185157
02772,Bench, ,7,outbound,forward facing back of sidewalk,sidewalk,transfer point,1445962.037948006065562,562450.940907575888559
02780, , ,7,outbound,forward facing back of sidewalk,sidewalk, ,1445799.973311505280435,562978.149498822982423
02790, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point,1445696.130343340104446,563139.165909078903496
02800,Bench, ,"13, 7",outbound,forward facing back of sidewalk,sidewalk,transfer point,1445651.150446421466768,563478.902762427926064
02810,Bench, ,"13, 7",inbound,forward facing back of sidewalk,sidewalk,transfer point,1445417.935361677082255,564142.858455504057929
02820, , ,"13, 7",outbound,forward facing back of sidewalk,sidewalk,transfer point,1445476.923432668671012,564137.021524917916395
02830, , ,7,outbound,forward facing edge of pavement, , ,1445585.081680916249752,565275.082569000544026
02840, , ,7,inbound,forward facing edge of pavement, , ,1445726.123393587768078,565969.890890651731752
02850, , ,7,inbound,forward facing edge of pavement, , ,1445581.005245514912531,565424.040276327868924
02860, , ,7,outbound,forward facing back of curb,sidewalk, ,1445755.897284173639491,565966.057893077493645
02870, , ,7,outbound,forward facing back of curb,sidewalk, ,1445886.010212919209152,566412.086528576212004
02880, , ,7,inbound,forward facing edge of pavement, , ,1445866.166092511033639,566436.118304663803428
02890, , ,7,outbound,forward facing edge of pavement,sidewalk, ,1446144.532989838393405,567325.289754668367095
02900, , ,7,inbound,forward facing edge of pavement, , ,1446101.899216832593083,567247.824686511536129
02910, , ,7,outbound,forward facing edge of pavement, , ,1446258.977970920503139,568162.927186996210366
02940,Bench, ,7,inbound,forward facing back of curb,sidewalk, ,1445908.022307998267934,570618.934742166195065
03010, , ,4,outbound,forward facing back of sidewalk,sidewalk, ,1456038.107362753711641,542972.139642173075117
03030, , ,4,outbound,forward facing back of sidewalk,sidewalk, ,1456494.091686999890953,542526.967632250860333
03038,Bench, ,"21, 26",outbound,forward facing back of curb,sidewalk,transfer point,1451665.102985416539013,547297.044706249493174
03130, , ,34,inbound,forward facing back of sidewalk,sidewalk, ,1440179.429762595100328,546096.149142170557752
03140, ,Shelter,34,inbound,forward facing back of sidewalk,sidewalk,transfer point,1439835.164703093934804,545357.889135742676444
03150,Bench, ,34,outbound,forward facing back of sidewalk,sidewalk, ,1440189.922851838869974,546193.141402255627327
03160,Bench, ,34,outbound,forward facing edge of pavement, ,transfer point,1439817.105356000130996,545397.907756496919319
03180, ,Shelter,15,inbound,forward facing back of sidewalk,sidewalk,transfer point,1459592.137328171869740,529175.068483079900034
03190, ,Shelter,15,inbound,forward facing back of sidewalk,sidewalk, ,1460535.144628501730040,529138.969473917735741
03200, ,Shelter,15,inbound,forward facing back of sidewalk,sidewalk, ,1461098.939760752022266,529217.170761088957079
03390, , ,13,outbound,forward facing edge of pavement,sidewalk, ,1442684.056643091607839,564846.848517338279635
03410, , ,13,outbound,forward facing edge of pavement,sidewalk, ,1442643.023588680895045,565315.013263411936350
03590, ,Shelter,2,inbound,forward facing edge of pavement,sidewalk,transfer point,1433647.162971504498273,553748.035741239669733
03610, ,Shelter,2,inbound,forward facing back of curb,sidewalk,transfer point,1433554.974179512588307,553173.929606001707725
03670, , ,20,inbound,forward facing back of curb,sidewalk, ,1444124.114130429457873,502455.116017586726230
03705, , ,17,inbound,forward facing back of sidewalk,sidewalk,transfer point,1464768.892722673248500,536692.837568249087781
03710, , ,17,outbound,forward facing back of sidewalk,sidewalk, ,1464864.053621581988409,536834.173243574914522
04220, , ,211,inbound,forward facing edge of pavement,sidewalk, ,1470685.925507998093963,559827.152848074445501
04350, , ,13,inbound,forward facing back of sidewalk,sidewalk, ,1441832.986494847806171,566391.002581242122687
04360, , ,13,inbound,forward facing back of sidewalk,sidewalk, ,1442170.029127842746675,566094.897858502110466
04400, , ,13,inbound,forward facing back of sidewalk,sidewalk, ,1442966.938951335847378,565494.202209491631947
04408, , ,13,inbound,forward facing back of curb,sidewalk, ,1443469.994047591462731,565438.879485494690016
04409, , ,13,outbound,forward facing edge of pavement, , ,1443454.165995258605108,565470.117612003698014
04410, , ,13,outbound,forward facing edge of pavement, , ,1444408.235937516205013,565289.855833419365808
04420, , ,13,inbound,forward facing back of curb,sidewalk, ,1444335.920465341536328,565301.040850412100554
04440, , ,13,outbound,forward facing back of curb,sidewalk, ,1445283.055382094113156,564957.131433241185732
04450, ,Shelter,13,inbound,forward facing edge of pavement,sidewalk, ,1445107.109867832623422,564933.125903836917132
04480, , ,30,inbound,forward facing back of curb,sidewalk, ,1433207.966015256242827,544818.111015829257667
04490, , ,30,inbound,forward facing back of curb,sidewalk, ,1432891.118551841937006,544586.107870911364444
04500, , ,30,inbound,rear facing back of curb,sidewalk, ,1432111.179823001381010,544565.004566662944853
04510, , ,30,inbound,rear facing back of curb,sidewalk, ,1431357.952983001014218,544504.095895831356756
04520, , ,62x,inbound,forward facing back of sidewalk,sidewalk, ,1461441.932841174537316,513411.085903501545545
04530, , ,62x,inbound,forward facing back of curb,sidewalk, ,1461526.931030758656561,512476.973926583188586
04540, , ,62x,inbound,forward facing back of curb,sidewalk, ,1461443.086054092273116,511283.846391573373694
04550, , ,62x,inbound,forward facing back of sidewalk,sidewalk, ,1461065.012335171690211,510420.022659925802145
04560, , ,62x,inbound,forward facing edge of pavement, , ,1460079.922113752458245,509079.845878329477273
04570, , ,62x,inbound,rear facing back of curb,sidewalk, ,1459563.507136084837839,508324.118387167283799
04932, , ,"77x, 97",outbound,forward facing back of curb,sidewalk, ,1444867.717302000615746,635988.402756254537962
04933, , ,"77x, 97",inbound,forward facing back of curb,sidewalk, ,1445005.977196091320366,635978.160978831700049
04935, ,Shelter,"77x, 97",inbound,forward facing back of curb,sidewalk,transfer point,1443399.112955755554140,636345.841017742175609
04940, ,Shelter,"77x, 97",outbound,forward facing back of curb,sidewalk,transfer point,1443644.082938262261450,636341.955198737094179
04980, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point,1454015.899793007643893,540175.167873905040324
04990, , ,"17, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point,1455123.131502426927909,540447.090886502643116
05000,Bench, ,"17, 9",inbound,forward facing back of curb,sidewalk, ,1455203.171696671517566,540495.124583084019832
05010, , ,17,inbound,forward facing back of sidewalk,sidewalk, ,1455542.177908426849172,540575.165105414227583
05030, , ,17,outbound,forward facing back of curb,sidewalk, ,1455666.084812840446830,540572.161502503324300
05050,Bench, ,"17, 9",outbound,forward facing back of sidewalk,sidewalk, ,1456489.040187919512391,540541.044766835286282
05060, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk, ,1456317.120256179245189,540629.739143245154992
05070, , ,17,inbound,forward facing back of sidewalk,sidewalk, ,1457071.137777009047568,540439.012162500876002
05100,Bench, ,"17, 9",outbound,forward facing back of curb,sidewalk,transfer point,1457260.028475336963311,540347.099616665625945
05120,Bench, ,"17, 9",outbound,rear facing back of curb,sidewalk, ,1457955.676690347027034,540149.092138664098457
05130,Bench, ,"17, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point,1457968.167807094287127,540195.092046664329246
05140,Bench, ,17,inbound,forward facing back of sidewalk,sidewalk,transfer point,1458509.160819592187181,540098.935742916422896
05170, , ,"17, 9",outbound,forward facing back of curb,sidewalk,transfer point,1458728.497323178686202,540021.764637421816587
05180, , ,"17, 9",inbound,forward facing back of sidewalk,sidewalk, ,1459034.173549091909081,540059.865283004241064
05190,Bench,Shelter,9,outbound,forward facing back of curb,sidewalk, ,1459585.511029083747417,539973.732253171503544
05200, ,Shelter,9,inbound,forward facing back of curb,sidewalk, ,1459814.146070500835776,539996.865080925053917
05240, ,Shelter,9,inbound,forward facing back of curb,sidewalk, ,1461700.050435176352039,539759.079467247473076
05250, , ,9,outbound,rear facing back of curb,sidewalk, ,1461647.934725752100348,539734.909568072878756
05270, , ,9,outbound,rear facing back of curb,sidewalk, ,1462419.144797513494268,539632.824470408842899
05280,Bench, ,9,inbound,forward facing back of sidewalk,sidewalk, ,1462544.002815505955368,539649.124634670442902
05310, , ,9,outbound,forward facing back of curb,sidewalk, ,1463751.952171258162707,539250.868213334586471
05320, , ,9,inbound,forward facing back of sidewalk,sidewalk,transfer point,1463626.585296013625339,539355.057637511170469
05330, , ,9,outbound,forward facing back of curb,sidewalk, ,1464151.132803341140971,539058.007706661941484
05340,Bench, ,9,outbound,forward facing back of curb,sidewalk, ,1465983.179664173163474,538478.943247990799136
05350, ,Shelter,9,outbound,forward facing back of sidewalk,sidewalk, ,1464752.177861087722704,538794.895371998194605
05360, ,Shelter,9,inbound,forward facing back of curb,sidewalk, ,1464729.919703507097438,538836.065237181261182
05370,Bench, ,9,inbound,forward facing back of curb,sidewalk, ,1465631.890996671048924,538611.946590913459659
05400, , ,9,inbound,rear facing back of curb,sidewalk, ,1466633.082235764944926,538372.965769678354263
05410,Bench, ,9,outbound,forward facing back of curb,sidewalk,transfer point,1467138.057275671744719,538264.148401998565532
05420, ,Shelter,9,inbound,rear facing back of curb,sidewalk,transfer point,1467539.997088587610051,538272.942019573180005
05430, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point,1468481.981097006238997,538095.876428825431503
05440,Bench, ,"17, 9",outbound,forward facing back of sidewalk,sidewalk, ,1469180.026616922812536,538025.128866916522384
05450, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point,1469162.035511173773557,538088.058859159355052
05465, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk, ,1469991.040414842078462,537906.877134912880138
05470, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk, ,1470796.929879171540961,537635.130303077516146
05480, , ,"17, 9",outbound,forward facing back of curb,sidewalk, ,1470212.990430256817490,537772.960736090666614
05500, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point,1470869.179078517016023,537549.028441169648431
05510, ,Shelter,"17, 9",inbound,forward facing back of curb,sidewalk, ,1471846.007833504118025,537347.060341174132191
05520, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk, ,1471863.071119585772976,537281.964014676283114
05540, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk, ,1473258.077844000421464,536925.176014326279983
05550, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk, ,1473191.957897504558787,536885.946433992707171
05560, , ,"17, 9",outbound,forward facing back of curb,sidewalk, ,1474148.891023001167923,536570.840108836302534
05570,Bench, ,"17, 9",outbound,forward facing back of curb,sidewalk,transfer point,1474642.155456413980573,536270.166497578262351
05580, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point,1474562.037834503455088,536401.898517580586486
05590, , ,"222, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point,1475386.929885513614863,535848.932759993593208
05630, ,Shelter,"221, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point,1476486.894877173006535,534867.072190921287984
05650,Bench, ,3,not applicable,forward facing back of curb,sidewalk, ,1441114.150334098609164,555496.922663416364230
05690, , ,"40x, 46x, 52x, 62x, 64x",not applicable,rear facing back of curb,sidewalk,transfer point,1448041.022307085106149,542063.269740756251849
05710, , ,"40x, 46x, 48x, 52x, 53x, 62x, 64x",not applicable,forward facing back of curb,sidewalk,transfer point,1448734.234831428620964,542606.572787991724908
05730, , ,211,inbound,forward facing edge of pavement,sidewalk, ,1465230.074215002125129,556085.964136251830496
05750, , ,211,inbound,forward facing edge of pavement,sidewalk, ,1465745.166688762605190,556008.965930661186576
05780, , ,"12, 2, 30",not applicable,forward facing back of curb,sidewalk, ,1439797.929213260998949,531214.657579739112407
05790, , ,30,outbound,forward facing back of curb,sidewalk, ,1438917.142917090328410,531629.900187576306053
05800, , ,30,outbound,forward facing back of sidewalk,sidewalk, ,1438263.894879751140252,531925.830698075005785
05810, , ,30,inbound,forward facing back of sidewalk,sidewalk, ,1438218.949103511869907,531998.028388334903866
05820, , ,30,inbound,rear facing back of curb,sidewalk, ,1436762.062253512209281,532676.878408581949770
05850, , ,30,outbound,forward facing back of sidewalk,sidewalk, ,1436153.982104846043512,532926.134143667411990
05860, , ,30,not applicable,forward facing edge of pavement, ,transfer point,1435390.025299424072728,533305.045131238643080
05870, , ,30,not applicable,forward facing back of sidewalk,sidewalk,transfer point,1435593.937293178867549,533186.863937154063024
05900, , ,30,not applicable,forward facing back of sidewalk,sidewalk,transfer point,1434573.965907924808562,534052.983267920906655
05910, , ,30,not applicable,forward facing edge of pavement, , ,1434621.772242760751396,534147.078224079334177
05940, , ,30,outbound,forward facing back of sidewalk,sidewalk, ,1434421.073497168952599,534762.078306409064680
05950, , ,30,inbound,forward facing back of sidewalk,sidewalk, ,1434533.963363254209980,534603.036957838106900
05970, ,Shelter,30,inbound,forward facing back of curb,sidewalk, ,1434428.035425506765023,535863.075120158609934
05980, , ,30,outbound,forward facing back of curb,sidewalk,transfer point,1434399.057793173706159,535972.830806166748516
05990, , ,30,outbound,forward facing back of curb,sidewalk, ,1434457.967780343024060,536696.087233675993048
06000, , ,30,inbound,forward facing back of curb,sidewalk, ,1434497.915207006502897,536769.946994084049948
06005, , ,"12, 30",not applicable,forward facing back of curb,sidewalk, ,1439762.925346260424703,531291.396599502768368
06010, , ,30,inbound,forward facing back of sidewalk,sidewalk, ,1438854.177163753425702,531697.340997588122264
06280, , ,15,not applicable,forward facing back of sidewalk,sidewalk, ,1462667.309655508259311,524394.802125000394881
06290, , ,15,inbound,forward facing edge of pavement,sidewalk, ,1462947.081733756000176,524050.121383915364277
06310, ,Shelter,17,inbound,forward facing back of curb,sidewalk, ,1462858.055337002500892,536835.870746754575521
06325, , ,17,inbound,forward facing back of curb,sidewalk, ,1459230.415938757127151,539600.914757338934578
06326,Bench, ,17,outbound,forward facing back of sidewalk,sidewalk, ,1459180.820237419102341,539682.264660246437415
06360, , ,17,inbound,rear facing back of curb,sidewalk, ,1459980.926576845580712,538739.830193408182822
06365, , ,17,outbound,forward facing back of curb,sidewalk, ,1459953.055241503287107,538734.877775501692668
06370, , ,17,outbound,forward facing back of curb,sidewalk, ,1460344.967843510909006,538471.845165074802935
06380, , ,17,inbound,forward facing back of curb,sidewalk, ,1460782.896101508289576,538209.073380906949751
06390, , ,17,outbound,forward facing back of curb,sidewalk, ,1461057.153427010402083,537996.967834006878547
06400, , ,17,inbound,forward facing back of curb,sidewalk, ,1461407.067753429524601,537788.950205407454632
06410, , ,17,outbound,forward facing back of curb,sidewalk, ,1461382.149168095085770,537782.122791252215393
06420, , ,17,inbound,forward facing back of curb,sidewalk, ,1462386.084824255667627,537150.917032659170218
