StopID,Bench,Shelter,routes,Direction,Pole_Locat,Sidewalk,Trans_P,x,y
27330, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1472104.078511588042602,544926.088490160182118
27340, , ,23,outbound,forward facing back of sidewalk,sidewalk, ,1472315.958337178919464,544916.854584748623893
27350, ,Shelter,23,outbound,forward facing back of curb,sidewalk, ,1473197.112742833793163,545091.917226763325743
27360, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1473383.965387497562915,545170.132621506112628
27370, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1473834.145261430414394,545142.845274501829408
27380, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1474188.977885087253526,545026.983301496249624
27500,Bench, ,28,inbound,rear facing back of curb,sidewalk, ,1462303.179150172276422,523729.090201836021151
27510,Bench, ,28,inbound,forward facing back of sidewalk,sidewalk, ,1461545.187227837974206,523363.915735320886597
27520, , ,28,outbound,forward facing back of sidewalk,sidewalk, ,1463469.121700172778219,524062.148918912978843
27530,Bench, ,28,outbound,forward facing back of sidewalk,sidewalk, ,1461934.898390671471134,523543.940309673198499
27540,Bench, ,28,inbound,forward facing back of sidewalk,sidewalk, ,1463213.950950674945489,524032.550224834471010
27560, , ,28,outbound,forward facing back of curb,sidewalk, ,1461609.059803506126627,523359.115876161900815
27570,Bench, ,28,inbound,forward facing back of sidewalk,sidewalk, ,1460687.100361339049414,522869.903271914459765
27580, , ,28,outbound,forward facing back of curb,sidewalk, ,1465081.915390586014837,524880.048201751546003
27590,Bench, ,28,inbound,forward facing back of curb,sidewalk, ,1464828.719702757429332,524810.359692834201269
27600, , ,28,outbound,forward facing back of sidewalk,sidewalk, ,1460334.093521421775222,522621.886379505624063
27633, , ,28,not applicable,forward facing back of curb,sidewalk, ,1466997.370877261739224,524202.372719834791496
27635, , ,28,not applicable,forward facing back of curb,sidewalk, ,1466758.666630259947851,524439.988386328914203
27650, , ,28,inbound,forward facing back of sidewalk,sidewalk, ,1468229.115461012115702,524676.031549419276416
27660,Bench, ,28,outbound,forward facing back of curb, , ,1469199.989831587299705,525788.132671658182517
27670,Bench, ,28,inbound,forward facing back of sidewalk,sidewalk, ,1469162.067991427145898,525789.903993578627706
27690, , ,28,inbound,forward facing back of sidewalk,sidewalk, ,1469658.168377168709412,527160.954729160992429
27700, , ,28,outbound,forward facing back of curb, , ,1470328.047942929202691,528342.904136922443286
27730,Bench, ,28,outbound,forward facing back of curb,sidewalk, ,1471500.114824509480968,529638.946492336341180
27760, , ,17,not applicable,forward facing back of sidewalk,sidewalk,transfer point,1472677.082286840304732,530813.007136347237974
27770, , ,"17, 221, 28, 29",not applicable,forward facing back of sidewalk,sidewalk, ,1473411.019139179028571,531238.948213589144871
27780, , ,"17, 28, 29",not applicable,forward facing back of sidewalk,sidewalk, ,1473976.947141178650782,532098.864472744055092
27790, , ,"17, 28, 29",not applicable,forward facing back of sidewalk,sidewalk,transfer point,1473453.165380335412920,531340.847616084269248
27800,Bench,Shelter,"17, 221, 28, 29",not applicable,forward facing back of sidewalk,sidewalk, ,1474021.248561761109158,532052.941992419539019
27810, , ,"17, 28, 29",not applicable,forward facing back of sidewalk,sidewalk, ,1474046.109076341846958,532747.014751246315427
27820, , ,"17, 28, 29",not applicable,forward facing back of sidewalk,sidewalk, ,1474161.025841259630397,533262.949086845153943
27830, , ,"17, 28, 29",not applicable,forward facing back of sidewalk,sidewalk, ,1474280.438332086196169,533897.832659578183666
27840, , ,"17, 28, 29",not applicable,forward facing back of sidewalk,sidewalk,transfer point,1474747.979063668753952,534570.955329075804912
27850, , ,"17, 28, 29",not applicable,forward facing back of sidewalk,sidewalk,transfer point,1474860.909612097544596,534942.055308654904366
27860, ,Shelter,"28, 29",outbound,forward facing back of sidewalk,sidewalk,transfer point,1475039.512273257598281,535344.025305245071650
27870, , ,"17, 28, 29",not applicable,forward facing back of sidewalk,sidewalk,transfer point,1475029.939129672944546,535511.999050673795864
27890, , ,"222, 29",outbound,rear facing back of sidewalk,sidewalk,transfer point,1475332.117331094807014,536414.832218745490536
27910, , ,"222, 29",inbound,forward facing back of sidewalk,sidewalk, ,1475360.948310170089826,536642.914767829119228
27920, , ,"222, 29",outbound,forward facing back of sidewalk,sidewalk, ,1475697.064107754733413,537557.161955080577172
27950, , ,"222, 29",inbound,forward facing back of sidewalk,sidewalk, ,1475772.968483500648290,538014.825081738992594
27970, , ,"222, 29",outbound,forward facing back of sidewalk,sidewalk,transfer point,1476267.569856502348557,539092.262231334578246
27980, , ,"222, 29",inbound,forward facing back of sidewalk,sidewalk,transfer point,1476277.145952843595296,539160.889062586124055
28000, , ,"222, 29",outbound,forward facing back of sidewalk,sidewalk, ,1476582.108597508398816,539498.027823983109556
28020, , ,"222, 29",outbound,forward facing back of sidewalk,sidewalk, ,1476837.176656922092661,539834.958252493524924
28025,Bench, ,"222, 29",outbound,forward facing back of sidewalk,sidewalk, ,1477288.962826839881018,540453.070205258089118
28030, , ,"222, 29",inbound,forward facing back of sidewalk,sidewalk, ,1477449.943476009415463,540757.084689089097083
28050, , ,29,outbound,forward facing back of sidewalk,sidewalk, ,1477782.121617429656908,541114.867766160867177
28060, , ,29,inbound,forward facing back of sidewalk,sidewalk, ,1478135.899125091033056,541732.899010415887460
28070, , ,29,inbound,forward facing back of sidewalk,sidewalk, ,1479186.023337178397924,542869.040110829984769
28095, , ,29,outbound,forward facing back of sidewalk,sidewalk, ,1478117.993321008747444,541886.458414575434290
28100, , ,29,inbound,forward facing back of sidewalk,sidewalk, ,1479900.931028090417385,543339.152031497680582
28105, , ,29,outbound,forward facing back of sidewalk,sidewalk, ,1479158.369849163107574,542927.038354411837645
28115, , ,29,not applicable,forward facing back of sidewalk,sidewalk, ,1479443.154056510422379,543071.639443162246607
28117, , ,29,inbound,forward facing back of curb,sidewalk, ,1480948.675323671894148,545250.353917757631280
28120, , ,29,inbound,forward facing back of sidewalk,sidewalk, ,1480868.096088504185900,544690.839616827201098
28125, , ,29,outbound,forward facing back of sidewalk,sidewalk, ,1480798.148393755778670,544670.225156746106222
28140, , ,12,inbound,forward facing back of curb,sidewalk, ,1440813.109597587026656,504039.939619578537531
28145, , ,12,outbound,forward facing back of curb, , ,1440856.574733754387125,503870.586611831211485
28150, , ,12,outbound,forward facing back of curb, , ,1440991.150252006947994,505060.892630170215853
28170,Bench, ,12,outbound,forward facing back of curb, , ,1440166.184054171666503,505766.959131407609675
28190, , ,12,outbound,forward facing back of curb, , ,1439253.169804089004174,506654.167002673435491
28200, ,Shelter,12,inbound,forward facing back of sidewalk,sidewalk, ,1439557.142293251818046,506487.170945579418913
28210, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1440998.105946756200865,505049.113454243459273
28220,Bench, ,12,outbound,forward facing back of curb,sidewalk, ,1440911.954872347880155,503381.050189333851449
28320,Bench, ,"12, 43",not applicable,forward facing back of sidewalk,sidewalk,transfer point,1437886.951736012240872,503583.062252500851173
28330, , ,"12, 43",inbound,forward facing back of sidewalk,sidewalk, ,1438323.112281000474468,503366.957697836332954
28340, , ,"12, 43",not applicable,forward facing back of sidewalk,sidewalk, ,1439002.299570926930755,503017.044683747924864
28350, , ,"12, 43",not applicable,forward facing back of sidewalk,sidewalk, ,1439746.931611843407154,503091.067829659616109
28370,Bench, ,"12, 43",not applicable,forward facing back of sidewalk,sidewalk, ,1440464.186739004682750,503267.911636071919929
28690, , ,20,inbound,forward facing back of curb,sidewalk, ,1452045.835491678211838,512302.206559580168687
28760, , ,"19, 20, 28",not applicable,forward facing back of sidewalk,sidewalk, ,1453455.991464012069628,515084.110772659827489
28810,Bench, ,"19, 20, 28",not applicable,forward facing back of sidewalk,sidewalk,transfer point,1452875.082192756701261,514191.000354167073965
28840,Bench, ,20,outbound,forward facing back of sidewalk,sidewalk,transfer point,1452468.935367264784873,513454.107142918393947
28850,Bench, ,20,inbound,forward facing back of curb,sidewalk, ,1452531.027762762736529,513384.165353664080612
28870,Bench, ,20,outbound,rear facing back of curb,sidewalk, ,1451981.799202418187633,512299.385370986012276
28874,Bench, ,20,outbound,rear facing back of curb,sidewalk, ,1451554.716067083878443,511677.915813414670993
28875, , ,20,inbound,forward facing back of curb,sidewalk, ,1451498.163358665537089,511530.084744252962992
28880, , ,20,outbound,forward facing back of curb,sidewalk, ,1450462.929864845937118,510555.876390840217937
28890, , ,20,inbound,forward facing back of sidewalk,sidewalk, ,1450346.147290015127510,510223.885256919136737
28915, , ,20,inbound,forward facing back of curb,sidewalk, ,1450212.347688847221434,508909.039133338897955
28940, , ,20,inbound,forward facing back of sidewalk,sidewalk, ,1449785.903987919678912,508262.102763167233206
28950, , ,20,outbound,forward facing back of sidewalk,sidewalk, ,1450153.174578839447349,508571.977143421419896
28970, , ,20,inbound,forward facing back of curb,sidewalk, ,1448907.023527836892754,507230.084486009960528
28980, , ,20,outbound,forward facing edge of pavement, , ,1448850.040374091826379,507172.902185673126951
28990, , ,20,outbound,forward facing back of sidewalk,sidewalk, ,1448052.000303495675325,506631.902611494646408
29000, , ,20,inbound,forward facing back of sidewalk,sidewalk, ,1448029.107304668519646,506590.832155582145788
29020, , ,20,outbound,forward facing back of curb,sidewalk, ,1447056.102360924938694,506227.107161246414762
29021, , ,20, , , , ,1447147.411561509594321,506216.306001749413554
29030, , ,20,outbound,forward facing edge of pavement,sidewalk, ,1446189.975812338292599,505309.954139910056256
29032, , ,20,inbound,forward facing back of curb,sidewalk, ,1446265.502892263233662,505350.769018912222236
29040, , ,"12, 43",not applicable,forward facing back of sidewalk,sidewalk, ,1438238.979247170500457,503457.003449498384725
29060, , ,"12, 43",not applicable,forward facing back of sidewalk,sidewalk, ,1438841.085982582066208,503159.141512409609277
29080, , ,"12, 43",outbound,forward facing back of sidewalk,sidewalk, ,1439536.167269593570381,503080.123297757236287
29100,Bench, ,"12, 43",not applicable,forward facing back of curb,sidewalk, ,1440457.037147007882595,503301.170099749986548
29130, , ,39,inbound,forward facing back of curb, , ,1460183.083324752748013,532352.973216502112336
29140, , ,39,inbound,forward facing back of curb, , ,1460481.019080584635958,532798.915238007321022
29150, , ,39,inbound,forward facing back of curb, , ,1460753.050360672175884,533200.921979905106127
29160, , ,39,inbound,forward facing edge of pavement, , ,1460933.015880010323599,533485.940766834071837
29260, , ,"10, 19",outbound,forward facing back of curb,sidewalk,transfer point,1447052.969165093032643,539053.868279243237339
29270, , ,"10, 19",inbound,forward facing back of curb,sidewalk, ,1447180.092270427849144,539094.814719664631411
29280,Bench, ,"10, 19",outbound,forward facing back of curb,sidewalk, ,1446629.929000666365027,538651.162063669296913
29290, ,Shelter,"10, 19",inbound,forward facing back of curb,sidewalk, ,1446576.121037414995953,538537.140310089336708
29300, , ,"10, 19",outbound,forward facing back of curb,sidewalk, ,1446139.001504845218733,538261.013893833849579
29310, , ,10,inbound,forward facing back of curb,sidewalk, ,1446211.947225086390972,538248.002764993230812
29320, , ,"10, 19",inbound,forward facing back of curb,sidewalk, ,1445710.997767677763477,537737.926357339485548
29330, , ,"10, 19",outbound,forward facing back of curb,sidewalk, ,1445554.157858260674402,537657.865165751543827
29620,Bench, ,"12, 30",inbound,forward facing back of curb,sidewalk,transfer point,1439969.609644167358056,529752.107027168734930
29630, , ,12,outbound,forward facing back of curb,sidewalk, ,1439611.019810178782791,528629.001989910495467
29640, , ,12,inbound,forward facing back of curb,sidewalk, ,1439660.154882514150813,528778.044670829549432
29650, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439595.029028512304649,527940.965964428847656
29660, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439623.978445670567453,527938.962687570252456
29690, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439576.093370845774189,526432.877117075608112
29700, , ,12,outbound,rear facing back of sidewalk,sidewalk, ,1439547.052746515953913,526430.149760320433415
29710, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439555.080945675726980,525842.854675071663223
29720, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439528.152193765388802,525698.852666503051296
29730, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439473.159849666291848,524844.838954587350599
29740, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439512.055441179545596,524768.026444159680977
29750, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439427.977197253610939,523735.107578248425853
29760, , ,12,inbound,forward facing back of curb,sidewalk, ,1439486.012842334108427,523817.004724167403765
29780, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439409.067786254454404,522608.135750829009339
29790, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439392.005484424997121,521990.011002824001480
29800, , ,12,inbound,forward facing back of curb,sidewalk, ,1439419.114026000723243,521906.141419906809460
29810, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439363.070502929855138,521139.146562834561337
29820, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439396.015318922931328,521205.865261409664527
29830,Bench, ,12,inbound,forward facing back of sidewalk,sidewalk,transfer point,1439386.174131248844787,520685.157641411758959
29840, , ,12,outbound,forward facing back of curb,sidewalk, ,1439301.955467679305002,520103.975076739385258
29850, , ,12,outbound,forward facing back of curb,sidewalk, ,1439294.936452840920538,519606.147004158061463
29860, , ,12,inbound,forward facing back of curb,sidewalk, ,1439368.297198511427268,519612.769038159400225
29870, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439263.115978425368667,518397.155983825272415
29880, , ,12,inbound,forward facing back of curb,sidewalk, ,1439306.036496259970590,518532.846985426149331
29890, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439234.076010247459635,517604.171349327778444
29900,Bench, ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439279.056563339661807,517485.019684741739184
29920, , ,12,outbound,forward facing back of curb,sidewalk, ,1439191.085282582789660,516357.899563657003455
29930, ,Shelter,12,inbound,forward facing back of sidewalk,sidewalk, ,1439217.955963754327968,516134.620154572476167
29940, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439165.160465680528432,515445.098895821545739
29950, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439169.144053512718529,514801.825904166093096
29960, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439134.185462004737929,514549.866434321971610
29970, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439096.137309750774875,513422.896575423656031
29980, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439138.069640582427382,513600.830930835043546
30000, , ,12,outbound,forward facing back of curb,sidewalk, ,1439050.990418426925316,512300.065159665129613
30010, , ,12,inbound,forward facing back of curb,sidewalk, ,1439102.919776506256312,512374.068292490788735
30020,Bench, ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439059.110809000907466,511337.845955485769082
30030, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1439000.117160594090819,510842.822011157579254
30040, ,Shelter,12,inbound,forward facing back of curb,sidewalk, ,1439138.115244171814993,510139.139691486721858
30060, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1439208.932359761092812,509646.030113419808913
30070, , ,12,inbound,forward facing back of curb,sidewalk, ,1439251.135359337320551,507670.142004828725476
30080, , ,12,outbound,forward facing back of curb,sidewalk, ,1439222.100968590937555,507684.523209676379338
30150, , ,12,outbound,forward facing back of curb, , ,1436848.928549599135295,502468.865333907771856
30160, , ,12,outbound,forward facing back of sidewalk,sidewalk, ,1436912.994694419205189,501258.062637418159284
30170, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1436884.837926587089896,501681.570320585567970
30180, , ,12,outbound,forward facing back of curb,sidewalk, ,1437076.329013427719474,500407.562697997898795
30190,Bench, ,"19, 28, 30, 57",not applicable,forward facing back of curb,sidewalk,transfer point,1452606.974789344938472,515717.840148255869281
30230, , ,211,inbound,forward facing edge of pavement,sidewalk, ,1469581.051733501721174,558754.169757829746231
30240, , ,211,inbound,forward facing edge of pavement,sidewalk, ,1469436.098939427407458,558061.150802663876675
30360, ,Shelter,26,inbound,rear facing back of curb,sidewalk, ,1451598.976477256743237,547161.037104244227521
30390, ,Shelter,"21, 26",inbound,forward facing back of sidewalk,sidewalk,transfer point,1451591.155954845016822,547626.019770077429712
30400,Bench, ,"21, 26",inbound,rear facing back of curb,sidewalk, ,1451646.944229087792337,548801.097144328407012
30410, , ,"21, 26",outbound,forward facing back of sidewalk,sidewalk, ,1451709.157359248725697,548758.085091253626160
30430,Bench, ,21,inbound,forward facing back of curb,sidewalk, ,1451750.067710511153564,549419.822612929041497
30440, , ,21,inbound,rear facing back of curb,sidewalk, ,1451920.026688180863857,550407.145113326841965
30460, ,Shelter,21,inbound,forward facing back of curb,sidewalk, ,1451920.069667092524469,551265.112229409394786
30480, , ,21,inbound,forward facing back of curb,sidewalk, ,1451916.952219254802912,552032.863974747597240
30540, , ,21,inbound,forward facing edge of pavement,sidewalk, ,1451897.196025175042450,553030.977135993540287
30580, , ,21,outbound,forward facing back of curb,sidewalk, ,1451690.242370836669579,554787.509056002716534
30590, , ,21,outbound,forward facing back of sidewalk,sidewalk, ,1451663.147936842637137,556082.062569249072112
30600, , ,21,outbound,forward facing back of sidewalk,sidewalk, ,1451629.135209581581876,556938.114662910928018
30615,Bench, ,21,inbound,forward facing back of curb,sidewalk, ,1452465.791672763181850,562647.057641343213618
30616, , ,21,outbound,forward facing edge of pavement,sidewalk, ,1452531.805320255225524,562665.858456746325828
30620, , ,21,outbound,forward facing back of sidewalk,sidewalk, ,1452612.246104266960174,561494.806993071921170
30640,Bench, ,"21, 3",inbound,forward facing back of sidewalk,sidewalk, ,1451662.837898081867024,554790.928340505808592
30650, , ,21,inbound,forward facing back of curb,sidewalk, ,1451599.934152506757528,556166.955116003518924
30660,Bench, ,21,inbound,forward facing back of curb,sidewalk, ,1451563.892886003712192,556993.923934489605017
30690, , ,21,inbound,forward facing back of sidewalk,sidewalk, ,1452218.133375427685678,560311.051486579119228
30695, , ,21,outbound,forward facing back of sidewalk,sidewalk, ,1452313.009826083900407,560372.998869251692668
30760, , ,"40x, 46x, 52x, 64x",outbound,forward facing back of sidewalk,sidewalk, ,1447518.012198259821162,542015.135978744830936
30940, , ,211,outbound,forward facing back of sidewalk,sidewalk, ,1464223.139221004210413,554305.965071584214456
30941, , ,"13, 211", , , , ,1464374.324614172801375,553304.762677657767199
30942, , ,"13, 211", , , , ,1464616.239812753396109,552730.357658497523516
30950, , ,211,inbound,forward facing back of sidewalk,sidewalk, ,1464155.147231003269553,554458.985106743406504
30951, , ,"13, 211", , , , ,1464311.157745755510405,553278.968437921488658
30952, , ,"13, 211", , , , ,1464626.657114752335474,552579.835321746999398
30960, , ,211,outbound,forward facing back of sidewalk,sidewalk, ,1464185.921119593316689,555071.051467915764078
30970, , ,211,inbound,forward facing back of sidewalk,sidewalk, ,1464143.895285001257434,555140.972587918513454
30980, , ,211,outbound,forward facing back of sidewalk,sidewalk, ,1464219.923348165582865,555548.012784327380359
30990, , ,211,inbound,forward facing back of sidewalk,sidewalk, ,1464188.081548338290304,555883.838884337572381
31000, , ,211,outbound,forward facing back of sidewalk,sidewalk, ,1464253.026628425577655,556189.885844424832612
31010, , ,211,inbound,forward facing back of sidewalk,sidewalk, ,1464220.057206176454201,556479.867219826206565
31020, , ,211,outbound,forward facing back of sidewalk,sidewalk, ,1464367.065442345570773,557328.984616081812419
31030, , ,211,inbound,forward facing back of sidewalk,sidewalk, ,1464343.120936415623873,557490.672612910624593
31040, , ,211,outbound,forward facing back of sidewalk,sidewalk, ,1464471.156441500177607,557885.125236088293605
31060, , ,211,inbound,forward facing back of sidewalk,sidewalk, ,1464469.103624082636088,558134.870799583266489
31070, ,Shelter,211,outbound,forward facing back of sidewalk,sidewalk, ,1464708.070337753742933,559068.233434164081700
31080, , ,211,outbound,forward facing back of sidewalk,sidewalk, ,1464787.129562847781926,559924.769450739375316
31140, , ,7,outbound,forward facing back of curb,sidewalk, ,1446465.027099517872557,571426.818953165202402
31150, , ,7,inbound,forward facing back of curb,sidewalk, ,1446583.014724426204339,571529.085152827203274
31160, , ,7,outbound,forward facing back of curb,sidewalk, ,1447280.180981002049521,571647.108866910450161
31170,Bench, ,7,inbound,forward facing back of curb,sidewalk, ,1447434.060922585194930,571738.151991910417564
31180, , ,7,outbound,forward facing edge of pavement, ,transfer point,1450000.132234000600874,572134.110189507598989
31190, ,Shelter,7,inbound,forward facing edge of pavement, ,transfer point,1449993.091565676731989,572204.859063753741793
31200, , ,7,inbound,forward facing back of curb, , ,1450790.139184169238433,572384.811459736316465
31210, , ,7,outbound,forward facing edge of pavement, ,transfer point,1450589.952904751757160,572273.861550413072109
31260, , ,18,inbound,forward facing back of curb, , ,1432888.039817846380174,557344.084651495562866
31270, , ,18,inbound,forward facing back of curb, , ,1431797.033469669288024,557493.122083077905700
31290, , ,3,outbound,forward facing edge of pavement,sidewalk, ,1440564.055961840786040,556327.059454589849338
31300, , ,4,outbound,forward facing back of curb,sidewalk, ,1454211.962721085874364,541543.860346496920101
31320, , ,4,outbound,forward facing back of sidewalk,sidewalk, ,1460470.029601254966110,544783.962790171499364
31340, , ,4,outbound,forward facing back of sidewalk,sidewalk, ,1461715.114709499990568,545802.013903665472753
31341, , ,4, , , , ,1461880.049747087061405,545938.069077752763405
31350, , ,4,outbound,forward facing back of sidewalk,sidewalk, ,1462239.954211005242541,546088.058935253298841
31370, , ,4,outbound,forward facing back of sidewalk,sidewalk, ,1462525.163614339893684,546252.875206674099900
31400, ,Shelter,"23, 3, 4",outbound,forward facing back of curb,sidewalk,transfer point,1463725.045400923583657,547651.850755157996900
31420, , ,"23, 3, 4",outbound,forward facing back of curb,sidewalk,transfer point,1464042.946668007178232,548023.937609407817945
31430, , ,"23, 3, 4",inbound,forward facing back of curb,sidewalk,transfer point,1464336.105858587892726,548415.402705761138350
31440, , ,"3, 4",outbound,forward facing back of sidewalk,sidewalk, ,1464712.970918514067307,548795.894726906553842
31450, , ,"3, 4",outbound,forward facing back of sidewalk,sidewalk, ,1465102.950453511439264,549125.921625923248939
31460, , ,"3, 4",outbound,forward facing back of sidewalk,sidewalk, ,1465132.959251751890406,549100.991557667264715
31470, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1466175.156642433954403,549450.935739668202586
31480, , ,"3, 4",inbound,rear facing back of curb,sidewalk, ,1466053.034839427331463,549434.935771666001529
31490, , ,3,outbound,rear facing back of curb,sidewalk, ,1466925.068528420757502,549854.949695417890325
31500, , ,3,inbound,forward facing back of curb,sidewalk, ,1467107.031747170956805,549994.002895008772612
31520, , ,3,inbound,rear facing back of curb,sidewalk, ,1467565.184046097332612,550231.834768419037573
31540, , ,3,outbound,forward facing back of sidewalk,sidewalk,transfer point,1468033.156535332556814,550385.047716580447741
31550, ,Shelter,3,inbound,forward facing back of sidewalk,sidewalk, ,1469153.311119178077206,550807.589522423571907
31560, ,Shelter,3,outbound,forward facing back of curb,sidewalk, ,1468855.634221088606864,550658.949727825704031
31590, , ,3,inbound,forward facing back of sidewalk,sidewalk, ,1469932.915859168861061,550922.855367986252531
31600, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1470268.057249256176874,550729.035217574215494
31610, , ,3,inbound,forward facing back of sidewalk,sidewalk, ,1470499.977717168163508,550673.929684747825377
31620, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1470924.935200594365597,550442.840908097219653
31630, , ,3,inbound,forward facing back of sidewalk,sidewalk, ,1471177.922883592080325,550396.828204838209786
31640, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1471716.067804672056809,550316.976330422097817
31650, , ,3,inbound,forward facing back of sidewalk,sidewalk, ,1471838.175500085111707,550366.124526075785980
31660, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1472543.912933757761493,550324.069492078037001
31670, ,Shelter,3,inbound,forward facing back of sidewalk,sidewalk, ,1472368.098324751714244,550377.796418739133514
31690, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1473942.927196092205122,550631.171568163437769
31700, ,Shelter,3,inbound,forward facing back of sidewalk,sidewalk, ,1473856.139640008565038,550653.824738079565577
31720, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1474461.159099258715287,550825.818488576449454
31730, , ,3,inbound,forward facing back of sidewalk,sidewalk, ,1474511.111755257472396,550898.097215422661975
31740, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1474962.121023840503767,550973.095096911769360
31750, , ,3,inbound,forward facing back of sidewalk,sidewalk, ,1475236.123428591061383,550967.148914577905089
31760, , ,3,inbound,forward facing back of sidewalk,sidewalk, ,1475992.122244682395831,550391.022114075836726
31770, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1475794.992061502533033,550489.149542509112507
31780, , ,3,outbound,forward facing back of sidewalk,sidewalk, ,1476360.988961002556607,550024.866350333788432
31800, ,Shelter,3,inbound,forward facing back of sidewalk,sidewalk, ,1476662.122873179614544,549847.009750668657944
31810,Bench, ,23,not applicable,forward facing back of sidewalk,sidewalk, ,1477966.041525175562128,550656.119680996634997
31830, , ,23,outbound,forward facing back of sidewalk,sidewalk, ,1477439.972695418400690,550168.164620168390684
31840, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1477421.089203007752076,550231.834112253389321
31850, , ,23,outbound,forward facing back of sidewalk,sidewalk, ,1478020.946599086280912,550654.060958075569943
31860, , ,23,outbound,forward facing back of sidewalk,sidewalk,transfer point,1478521.949862175155431,551059.110344838467427
31880, , ,23,outbound,forward facing edge of pavement,sidewalk,transfer point,1479355.120439924765378,551693.840374575695023
31890, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1479075.893964254530147,551521.114670158945955
31900, , ,23,inbound,rear facing back of curb,sidewalk, ,1479811.125433421693742,552054.929547415813431
31910, , ,23,outbound,forward facing back of sidewalk,sidewalk,transfer point,1479857.105328341713175,552054.850151237333193
31930, , ,23,outbound,forward facing back of curb,sidewalk, ,1480907.034002759493887,552828.871569076436572
31940, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1480900.921482166741043,552871.930866162641905
32120, , ,2,inbound,forward facing edge of pavement, , ,1431710.062843091320246,554639.829561327933334
32140, , ,2,inbound,forward facing back of curb, , ,1431998.115416591987014,553857.501401584828272
32150,Bench, ,2,not applicable,forward facing edge of pavement,sidewalk, ,1431916.189727416029200,553010.557229328667745
32160, , ,23,outbound,forward facing edge of pavement, ,transfer point,1474389.062786748865619,545161.026996667729691
32180, , ,23,outbound,forward facing edge of pavement, , ,1474704.936498838244006,546082.177057247376069
32190, , ,23,inbound,forward facing back of sidewalk,sidewalk,transfer point,1474692.126485085114837,546067.115735656232573
32250, , ,23,inbound,forward facing back of sidewalk,sidewalk,transfer point,1475180.061532832449302,546486.174608839908615
32260, , ,23,outbound,forward facing edge of pavement, , ,1475565.935433005914092,546623.124466160661541
32290, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1475554.167083835462108,546633.160863429540768
32300, , ,23,outbound,forward facing edge of pavement, , ,1476236.962962337769568,547079.000850996002555
32310, , ,23,outbound,forward facing edge of pavement, , ,1476730.549573588650674,547397.519570911070332
32330, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1476233.978388257790357,547112.905966919497587
32350, , ,23,inbound,forward facing back of sidewalk,sidewalk, ,1476571.154223093064502,547350.830359825165942
32370, , ,23,inbound,forward facing back of sidewalk,sidewalk,transfer point,1477042.910825512371957,547651.175887738820165
32437, , ,8,outbound,forward facing back of sidewalk,sidewalk, ,1422639.619041763013229,549654.550818004296161
32455, , ,211,outbound,forward facing back of curb,sidewalk, ,1468034.636519261635840,560942.640118407201953
32470, , ,211,outbound,forward facing back of sidewalk,sidewalk, ,1466385.094214669661596,560491.820810085628182
32480, , ,211,outbound,forward facing back of sidewalk,sidewalk, ,1466045.158542835386470,560643.912697500898503
