StopID,x,y,Bench,Shelter,routes,Direction,Pole_Locat,Sidewalk,Trans_P
340,149498.799999999988358,53619.800000000002910, , ,"222, 46x",outbound,forward facing back of sidewalk,sidewalk,transfer point
360,143532.299999999988358,54683.400000000001455, , ,34,inbound,forward facing back of curb,sidewalk,transfer point
400,143533.700000000011642,54684.500000000000000,Bench, ,"34, 8",outbound,forward facing back of sidewalk,sidewalk,transfer point
410,143354.799999999988358,54778.300000000002910, ,Shelter,"2, 235, 34",inbound,forward facing back of curb,sidewalk,transfer point
520,143218.899999999994179,53562.599999999998545, , ,235,inbound,forward facing back of sidewalk,sidewalk, 
525,143229.200000000011642,53519.300000000002910, , ,235,outbound,forward facing back of curb, , 
550,143201.799999999988358,53702.400000000001455, , ,235,inbound,forward facing back of curb, , 
560,143207.399999999994179,53657.599999999998545, , ,235,inbound,forward facing back of curb, ,transfer point
570,143211.100000000005821,53628.400000000001455, , ,235,inbound,forward facing back of curb, , 
575,143225.600000000005821,53516.000000000000000, , ,235,inbound,forward facing back of sidewalk,sidewalk, 
580,146455.200000000011642,54833.900000000001455, , ,23,outbound,forward facing back of sidewalk,sidewalk, 
590,146460.100000000005821,54831.699999999997090, , ,23,inbound,forward facing edge of pavement, , 
600,146501.299999999988358,54801.300000000002910, , ,23,inbound,forward facing edge of pavement, , 
610,146528.700000000011642,54789.199999999997090, , ,23,outbound,forward facing edge of pavement,sidewalk, 
620,146537.299999999988358,54789.500000000000000, , ,23,inbound,forward facing edge of pavement, , 
630,146586.399999999994179,54783.300000000002910, , ,23,inbound,forward facing edge of pavement, , 
640,146580.600000000005821,54781.300000000002910, , ,23,outbound,forward facing edge of pavement,sidewalk, 
670,146763.700000000011642,49529.099999999998545,Bench, ,14,outbound,rear facing back of curb,sidewalk, 
720,147183.399999999994179,55839.699999999997090, , ,211,inbound,forward facing back of sidewalk,sidewalk,transfer point
750,147128.299999999988358,55837.199999999997090, , ,211,inbound,rear facing back of curb, ,transfer point
760,143209.799999999988358,50919.199999999997090, , ,56,inbound,forward facing back of sidewalk,sidewalk, 
770,143108.700000000011642,50978.300000000002910,Bench, ,56,inbound,forward facing back of sidewalk,sidewalk, 
790,142818.399999999994179,51143.500000000000000, , ,56,inbound,forward facing back of curb, , 
795,142646.000000000000000,51245.000000000000000, , ,56,inbound,forward facing edge of pavement,sidewalk, 
810,142526.799999999988358,51327.800000000002910, , ,56,inbound,forward facing back of curb,sidewalk, 
930,143192.700000000011642,50933.400000000001455, , ,56,outbound,forward facing back of sidewalk,sidewalk, 
960,143103.500000000000000,50986.599999999998545, , ,56,outbound,forward facing back of sidewalk,sidewalk, 
1000,142892.299999999988358,51109.099999999998545, , ,56,outbound,forward facing back of sidewalk,sidewalk,transfer point
1001,142889.899999999994179,51101.599999999998545,Bench, ,56,inbound,forward facing back of sidewalk,sidewalk, 
1020,142808.600000000005821,51159.400000000001455, , ,56,outbound,forward facing back of curb,sidewalk, 
1030,142649.600000000005821,51255.699999999997090, , ,56,outbound,forward facing back of curb,sidewalk, 
1100,142484.200000000011642,51364.000000000000000, , ,56,outbound,forward facing back of curb,sidewalk, 
1110,142452.299999999988358,51377.199999999997090,Bench, ,56,inbound,forward facing back of sidewalk,sidewalk, 
1170,143493.399999999994179,54993.800000000002910, , ,8,outbound,forward facing back of sidewalk,sidewalk, 
1180,143497.000000000000000,54990.400000000001455, , ,8,inbound,forward facing back of sidewalk,sidewalk, 
1190,143409.100000000005821,54920.300000000002910, ,Shelter,"2, 8",outbound,forward facing back of curb, ,transfer point
1200,143417.299999999988358,54916.900000000001455, ,Shelter,"2, 8",inbound,forward facing back of sidewalk,sidewalk,transfer point
1210,143376.500000000000000,54902.699999999997090, , ,2,outbound,forward facing back of sidewalk,sidewalk, 
1220,143361.100000000005821,54807.800000000002910,Bench, ,2,outbound,forward facing back of sidewalk,sidewalk,transfer point
1230,143355.299999999988358,54754.599999999998545, , ,2,not applicable,forward facing back of curb, ,transfer point
1240,143358.899999999994179,54737.099999999998545,Bench, ,"2, 235, 34, 8",outbound,forward facing back of curb,sidewalk, 
1260,143355.899999999994179,54692.400000000001455, , ,2,not applicable,forward facing back of curb,sidewalk,transfer point
1270,143351.299999999988358,54680.099999999998545, , ,"2, 235",inbound,forward facing back of sidewalk,sidewalk,transfer point
1290,143358.200000000011642,54607.800000000002910, , ,"2, 235, 30",outbound,forward facing back of curb, , 
1300,143357.000000000000000,54608.199999999997090, , ,"2, 235",inbound,forward facing back of sidewalk,sidewalk, 
1310,143356.000000000000000,54691.300000000002910, , ,"235, 30",outbound,forward facing back of curb,sidewalk, 
1330,143392.000000000000000,54542.099999999998545, , ,"2, 235, 30",outbound,forward facing back of curb, ,transfer point
1340,143393.700000000011642,54531.800000000002910,Bench, ,"2, 235, 30",inbound,forward facing back of sidewalk,sidewalk,transfer point
1350,143477.500000000000000,54372.400000000001455, , ,"2, 235, 30",inbound,rear facing back of curb,sidewalk,transfer point
1370,147735.600000000005821,53408.800000000002910,Bench, ,"221, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point
1380,143546.200000000011642,54236.400000000001455, , ,235,outbound,forward facing back of sidewalk,sidewalk, 
1450,145202.700000000011642,53564.099999999998545, , ,6,inbound,forward facing back of curb,sidewalk, 
1460,145181.100000000005821,53542.500000000000000,Bench, ,6,inbound,forward facing back of sidewalk,sidewalk, 
1550,145103.200000000011642,51697.099999999998545, , ,30,outbound,forward facing back of curb,sidewalk, 
1570,145132.299999999988358,52020.800000000002910, , ,30,outbound,forward facing back of curb,sidewalk, 
1600,145119.799999999988358,51655.699999999997090, , ,57,inbound,forward facing back of curb,sidewalk, 
1610,145124.600000000005821,51589.000000000000000, , ,57,outbound,forward facing back of sidewalk,sidewalk, 
1630,144145.700000000011642,56458.699999999997090, , ,13,inbound,forward facing edge of pavement, , 
1650,144191.700000000011642,56515.300000000002910, , ,13,inbound,forward facing edge of pavement, , 
1670,144216.299999999988358,56547.599999999998545, , ,13,inbound,forward facing edge of pavement, , 
1760,145127.500000000000000,51995.099999999998545, , ,30,inbound,forward facing back of sidewalk,sidewalk, 
1790,145115.600000000005821,51688.699999999997090,Bench, ,30,inbound,forward facing back of curb,sidewalk, 
1800,145109.899999999994179,51545.000000000000000, , ,57,inbound,rear facing back of curb,sidewalk, 
1990,147700.500000000000000,55306.300000000002910, , ,"23, 29",not applicable,forward facing back of sidewalk,sidewalk, 
2010,147750.200000000011642,55235.599999999998545, , ,"23, 29",not applicable,forward facing edge of pavement,sidewalk, 
2011,147755.000000000000000,55232.099999999998545, , ,29, , , , 
2040,147782.700000000011642,55183.900000000001455, , ,"23, 29",not applicable,forward facing edge of pavement,sidewalk, 
2080,147833.799999999988358,55102.199999999997090, ,Shelter,"23, 29",not applicable,forward facing edge of pavement,sidewalk,transfer point
2100,147846.100000000005821,55080.099999999998545, , ,29,inbound,forward facing back of curb,sidewalk,transfer point
2110,147856.600000000005821,55070.900000000001455, , ,29,outbound,forward facing back of curb, , 
2120,147873.799999999988358,55037.300000000002910, , ,29,outbound,forward facing back of curb, , 
2130,147871.700000000011642,55029.900000000001455, , ,29,inbound,rear facing back of curb,sidewalk, 
2140,147898.399999999994179,54907.500000000000000, , ,29,outbound,forward facing back of curb, , 
2150,147910.899999999994179,54774.500000000000000, , ,29,inbound,rear facing back of curb,sidewalk, 
2170,147917.299999999988358,54769.699999999997090, , ,29,outbound,forward facing back of curb, , 
2180,147937.200000000011642,54690.699999999997090, , ,29,outbound,forward facing back of curb, , 
2190,147954.500000000000000,54620.400000000001455, , ,29,inbound,rear facing back of curb,sidewalk, 
2240,145245.000000000000000,53617.099999999998545, , ,6,inbound,forward facing back of sidewalk,sidewalk, 
2270,143308.000000000000000,55842.000000000000000, , ,18,inbound,forward facing back of curb, , 
2280,143250.200000000011642,55834.699999999997090, , ,18,inbound,forward facing back of curb, , 
2290,143150.100000000005821,55840.000000000000000, , ,18,inbound,forward facing back of curb, , 
2370,144513.600000000005821,54851.900000000001455, , ,7,inbound,forward facing back of curb,sidewalk,transfer point
2380,144517.799999999988358,54852.099999999998545, ,Shelter,7,outbound,forward facing back of sidewalk,sidewalk,transfer point
2390,144529.000000000000000,54894.599999999998545,Bench, ,7,inbound,forward facing edge of pavement,sidewalk, 
2400,144543.500000000000000,54918.699999999997090, , ,7,outbound,forward facing back of curb,sidewalk, 
2420,144566.399999999994179,55009.800000000002910, , ,7,inbound,forward facing back of sidewalk,sidewalk, 
2430,144573.500000000000000,55034.800000000002910, , ,7,outbound,forward facing back of sidewalk,sidewalk, 
2440,144571.799999999988358,55059.000000000000000, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk, 
2470,144590.399999999994179,55185.699999999997090, , ,7,outbound,forward facing back of sidewalk,sidewalk, 
2480,144587.399999999994179,55190.000000000000000,Bench, ,7,inbound,forward facing back of curb,sidewalk, 
2500,144595.200000000011642,55229.800000000002910, , ,7,outbound,forward facing back of curb,sidewalk, 
2510,144600.700000000011642,55275.599999999998545,Bench, ,7,outbound,forward facing back of curb,sidewalk, 
2530,144605.100000000005821,55343.099999999998545, ,Shelter,7,inbound,forward facing back of curb,sidewalk, 
2540,144608.700000000011642,55354.699999999997090, , ,7,outbound,rear facing back of sidewalk,sidewalk, 
2550,144612.799999999988358,55408.599999999998545, , ,7,inbound,forward facing back of sidewalk,sidewalk, 
2552,144615.700000000011642,55393.800000000002910, , ,7,outbound,forward facing back of curb,sidewalk, 
2570,144623.799999999988358,55478.099999999998545, , ,7,outbound,forward facing back of curb,sidewalk, 
2580,144621.500000000000000,55478.900000000001455, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk, 
2600,144640.600000000005821,55597.599999999998545, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point
2610,144645.700000000011642,55595.099999999998545, ,Shelter,7,outbound,forward facing back of curb,sidewalk,transfer point
2630,144655.200000000011642,55676.599999999998545, ,Shelter,7,inbound,forward facing back of curb,sidewalk,transfer point
2640,144667.399999999994179,55716.500000000000000, ,Shelter,7,outbound,forward facing back of curb,sidewalk, 
2660,144666.799999999988358,55752.599999999998545, ,Shelter,7,outbound,forward facing back of curb,sidewalk,transfer point
2670,144663.500000000000000,55755.099999999998545, ,Shelter,7,inbound,forward facing back of curb,sidewalk,transfer point
2680,144651.399999999994179,55969.599999999998545, ,Shelter,18,inbound,forward facing back of curb,sidewalk,transfer point
2720,144649.799999999988358,56023.500000000000000, , ,7,outbound,forward facing back of sidewalk,sidewalk,transfer point
2730,144640.600000000005821,56033.000000000000000, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point
2740,144624.399999999994179,56088.599999999998545, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point
2750,144630.299999999988358,56087.900000000001455, , ,7,outbound,forward facing back of sidewalk,sidewalk,transfer point
2760,144612.000000000000000,56161.500000000000000,Bench, ,7,inbound,forward facing back of sidewalk,sidewalk, 
2770,144593.399999999994179,56235.400000000001455, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point
2771,144612.700000000011642,56174.400000000001455, , ,7,outbound,forward facing back of curb,sidewalk,transfer point
2772,144596.200000000011642,56245.099999999998545,Bench, ,7,outbound,forward facing back of sidewalk,sidewalk,transfer point
2780,144580.000000000000000,56297.800000000002910, , ,7,outbound,forward facing back of sidewalk,sidewalk, 
2790,144569.600000000005821,56313.900000000001455, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point
2800,144565.100000000005821,56347.900000000001455,Bench, ,"13, 7",outbound,forward facing back of sidewalk,sidewalk,transfer point
2810,144541.799999999988358,56414.300000000002910,Bench, ,"13, 7",inbound,forward facing back of sidewalk,sidewalk,transfer point
2820,144547.700000000011642,56413.699999999997090, , ,"13, 7",outbound,forward facing back of sidewalk,sidewalk,transfer point
2830,144558.500000000000000,56527.500000000000000, , ,7,outbound,forward facing edge of pavement, , 
2840,144572.600000000005821,56597.000000000000000, , ,7,inbound,forward facing edge of pavement, , 
2850,144558.100000000005821,56542.400000000001455, , ,7,inbound,forward facing edge of pavement, , 
2860,144575.600000000005821,56596.599999999998545, , ,7,outbound,forward facing back of curb,sidewalk, 
2870,144588.600000000005821,56641.199999999997090, , ,7,outbound,forward facing back of curb,sidewalk, 
2880,144586.600000000005821,56643.599999999998545, , ,7,inbound,forward facing edge of pavement, , 
2890,144614.399999999994179,56732.500000000000000, , ,7,outbound,forward facing edge of pavement,sidewalk, 
2900,144610.200000000011642,56724.800000000002910, , ,7,inbound,forward facing edge of pavement, , 
2910,144625.899999999994179,56816.300000000002910, , ,7,outbound,forward facing edge of pavement, , 
2940,144590.799999999988358,57061.900000000001455,Bench, ,7,inbound,forward facing back of curb,sidewalk, 
3010,145603.799999999988358,54297.199999999997090, , ,4,outbound,forward facing back of sidewalk,sidewalk, 
3030,145649.399999999994179,54252.699999999997090, , ,4,outbound,forward facing back of sidewalk,sidewalk, 
3038,145166.500000000000000,54729.699999999997090,Bench, ,"21, 26",outbound,forward facing back of curb,sidewalk,transfer point
3130,144017.899999999994179,54609.599999999998545, , ,34,inbound,forward facing back of sidewalk,sidewalk, 
3140,143983.500000000000000,54535.800000000002910, ,Shelter,34,inbound,forward facing back of sidewalk,sidewalk,transfer point
3150,144018.899999999994179,54619.300000000002910,Bench, ,34,outbound,forward facing back of sidewalk,sidewalk, 
3160,143981.700000000011642,54539.800000000002910,Bench, ,34,outbound,forward facing edge of pavement, ,transfer point
3180,145959.200000000011642,52917.500000000000000, ,Shelter,15,inbound,forward facing back of sidewalk,sidewalk,transfer point
3190,146053.500000000000000,52913.900000000001455, ,Shelter,15,inbound,forward facing back of sidewalk,sidewalk, 
3200,146109.899999999994179,52921.699999999997090, ,Shelter,15,inbound,forward facing back of sidewalk,sidewalk, 
3390,144268.399999999994179,56484.699999999997090, , ,13,outbound,forward facing edge of pavement,sidewalk, 
3410,144264.299999999988358,56531.500000000000000, , ,13,outbound,forward facing edge of pavement,sidewalk, 
3590,143364.700000000011642,55374.800000000002910, ,Shelter,2,inbound,forward facing edge of pavement,sidewalk,transfer point
3610,143355.500000000000000,55317.400000000001455, ,Shelter,2,inbound,forward facing back of curb,sidewalk,transfer point
3670,144412.399999999994179,50245.500000000000000, , ,20,inbound,forward facing back of curb,sidewalk, 
3705,146476.899999999994179,53669.300000000002910, , ,17,inbound,forward facing back of sidewalk,sidewalk,transfer point
3710,146486.399999999994179,53683.400000000001455, , ,17,outbound,forward facing back of sidewalk,sidewalk, 
4220,147068.600000000005821,55982.699999999997090, , ,211,inbound,forward facing edge of pavement,sidewalk, 
4350,144183.299999999988358,56639.099999999998545, , ,13,inbound,forward facing back of sidewalk,sidewalk, 
4360,144217.000000000000000,56609.500000000000000, , ,13,inbound,forward facing back of sidewalk,sidewalk, 
4400,144296.700000000011642,56549.400000000001455, , ,13,inbound,forward facing back of sidewalk,sidewalk, 
4408,144347.000000000000000,56543.900000000001455, , ,13,inbound,forward facing back of curb,sidewalk, 
4409,144345.399999999994179,56547.000000000000000, , ,13,outbound,forward facing edge of pavement, , 
4410,144440.799999999988358,56528.900000000001455, , ,13,outbound,forward facing edge of pavement, , 
4420,144433.600000000005821,56530.099999999998545, , ,13,inbound,forward facing back of curb,sidewalk, 
4440,144528.299999999988358,56495.699999999997090, , ,13,outbound,forward facing back of curb,sidewalk, 
4450,144510.700000000011642,56493.300000000002910, ,Shelter,13,inbound,forward facing edge of pavement,sidewalk, 
4480,143320.799999999988358,54481.800000000002910, , ,30,inbound,forward facing back of curb,sidewalk, 
4490,143289.100000000005821,54458.599999999998545, , ,30,inbound,forward facing back of curb,sidewalk, 
4500,143211.100000000005821,54456.500000000000000, , ,30,inbound,rear facing back of curb,sidewalk, 
4510,143135.799999999988358,54450.400000000001455, , ,30,inbound,rear facing back of curb,sidewalk, 
4520,146144.200000000011642,51341.099999999998545, , ,62x,inbound,forward facing back of sidewalk,sidewalk, 
4530,146152.700000000011642,51247.699999999997090, , ,62x,inbound,forward facing back of curb,sidewalk, 
4540,146144.299999999988358,51128.400000000001455, , ,62x,inbound,forward facing back of curb,sidewalk, 
4550,146106.500000000000000,51042.000000000000000, , ,62x,inbound,forward facing back of sidewalk,sidewalk, 
4560,146008.000000000000000,50908.000000000000000, , ,62x,inbound,forward facing edge of pavement, , 
4570,145956.299999999988358,50832.400000000001455, , ,62x,inbound,rear facing back of curb,sidewalk, 
4932,144486.700000000011642,63598.800000000002910, , ,97,outbound,forward facing back of curb,sidewalk, 
4933,144500.600000000005821,63597.800000000002910, , ,"77x, 97",inbound,forward facing back of curb,sidewalk, 
4935,144339.899999999994179,63634.599999999998545, ,Shelter,"77x, 97",inbound,forward facing back of curb,sidewalk,transfer point
4940,144364.399999999994179,63634.199999999997090, ,Shelter,"77x, 97",outbound,forward facing back of curb,sidewalk,transfer point
4980,145401.600000000005821,54017.500000000000000, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point
4990,145512.299999999988358,54044.699999999997090, , ,"17, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point
5000,145520.299999999988358,54049.500000000000000,Bench, ,"17, 9",inbound,forward facing back of curb,sidewalk, 
5010,145554.200000000011642,54057.500000000000000, , ,17,inbound,forward facing back of sidewalk,sidewalk, 
5030,145566.600000000005821,54057.199999999997090, , ,17,outbound,forward facing back of curb,sidewalk, 
5050,145648.899999999994179,54054.099999999998545,Bench, ,"17, 9",outbound,forward facing back of sidewalk,sidewalk, 
5060,145631.700000000011642,54062.900000000001455, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk, 
5070,145707.100000000005821,54043.900000000001455, , ,17,inbound,forward facing back of sidewalk,sidewalk, 
5100,145726.000000000000000,54034.699999999997090,Bench, ,"17, 9",outbound,forward facing back of curb,sidewalk,transfer point
5120,145795.500000000000000,54014.900000000001455,Bench, ,"17, 9",outbound,rear facing back of curb,sidewalk, 
5130,145796.799999999988358,54019.500000000000000,Bench, ,"17, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point
5140,145850.899999999994179,54009.900000000001455,Bench, ,17,inbound,forward facing back of sidewalk,sidewalk,transfer point
5170,145872.799999999988358,54002.099999999998545, , ,"17, 9",outbound,forward facing back of curb,sidewalk,transfer point
5180,145903.399999999994179,54006.000000000000000, , ,"17, 9",inbound,forward facing back of sidewalk,sidewalk, 
5190,145958.500000000000000,53997.300000000002910,Bench,Shelter,9,outbound,forward facing back of curb,sidewalk, 
5200,145981.399999999994179,53999.699999999997090, ,Shelter,9,inbound,forward facing back of curb,sidewalk, 
5240,146170.000000000000000,53975.900000000001455, ,Shelter,9,inbound,forward facing back of curb,sidewalk, 
5250,146164.799999999988358,53973.500000000000000, , ,9,outbound,rear facing back of curb,sidewalk, 
5270,146241.899999999994179,53963.300000000002910, , ,9,outbound,rear facing back of curb,sidewalk, 
5280,146254.399999999994179,53964.900000000001455,Bench, ,9,inbound,forward facing back of sidewalk,sidewalk, 
5310,146375.200000000011642,53925.099999999998545, , ,9,outbound,forward facing back of curb,sidewalk, 
5320,146362.600000000005821,53935.400000000001455, , ,9,inbound,forward facing back of sidewalk,sidewalk,transfer point
5330,146415.100000000005821,53905.800000000002910, , ,9,outbound,forward facing back of curb,sidewalk, 
5340,146598.299999999988358,53847.900000000001455,Bench, ,9,outbound,forward facing back of curb,sidewalk, 
5350,146475.200000000011642,53879.500000000000000, ,Shelter,9,outbound,forward facing back of sidewalk,sidewalk, 
5360,146473.000000000000000,53883.599999999998545, ,Shelter,9,inbound,forward facing back of curb,sidewalk, 
5370,146563.200000000011642,53861.199999999997090,Bench, ,9,inbound,forward facing back of curb,sidewalk, 
5400,146663.299999999988358,53837.300000000002910, , ,9,inbound,rear facing back of curb,sidewalk, 
5410,146713.799999999988358,53826.400000000001455,Bench, ,9,outbound,forward facing back of curb,sidewalk,transfer point
5420,146754.000000000000000,53827.300000000002910, ,Shelter,9,inbound,rear facing back of curb,sidewalk,transfer point
5430,146848.200000000011642,53809.599999999998545, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point
5440,146918.000000000000000,53802.500000000000000,Bench, ,"17, 9",outbound,forward facing back of sidewalk,sidewalk, 
5450,146916.200000000011642,53808.800000000002910, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point
5465,146999.100000000005821,53790.699999999997090, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk, 
5470,147079.700000000011642,53763.500000000000000, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk, 
5480,147021.299999999988358,53777.300000000002910, , ,"17, 9",outbound,forward facing back of curb,sidewalk, 
5500,147086.899999999994179,53754.900000000001455, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point
5510,147184.600000000005821,53734.699999999997090, ,Shelter,"17, 9",inbound,forward facing back of curb,sidewalk, 
5520,147186.299999999988358,53728.199999999997090, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk, 
5540,147325.799999999988358,53692.500000000000000, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk, 
5550,147319.200000000011642,53688.599999999998545, ,Shelter,"17, 9",outbound,forward facing back of sidewalk,sidewalk, 
5560,147414.899999999994179,53657.099999999998545, , ,"17, 9",outbound,forward facing back of curb,sidewalk, 
5570,147464.200000000011642,53627.000000000000000,Bench, ,"17, 9",outbound,forward facing back of curb,sidewalk,transfer point
5580,147456.200000000011642,53640.199999999997090, ,Shelter,"17, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point
5590,147538.700000000011642,53584.900000000001455, , ,"222, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point
5630,147648.700000000011642,53486.699999999997090, ,Shelter,"221, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point
5650,144111.399999999994179,55549.699999999997090,Bench, ,3,not applicable,forward facing back of curb,sidewalk, 
5690,144804.000000000000000,54206.300000000002910, , ,"40x, 46x, 52x, 61x, 62x, 64x, 65x, 74x",not applicable,rear facing back of curb,sidewalk,transfer point
5710,144873.399999999994179,54261.099999999998545, , ,"40x, 46x, 52x, 61x, 62x, 64x, 65x, 74x",not applicable,forward facing back of curb,sidewalk,transfer point
5730,146523.000000000000000,55608.599999999998545, , ,211,inbound,forward facing edge of pavement,sidewalk, 
5750,146574.500000000000000,55600.900000000001455, , ,211,inbound,forward facing edge of pavement,sidewalk, 
5780,143979.700000000011642,53121.400000000001455, , ,"2, 30",not applicable,forward facing back of curb,sidewalk, 
5790,143891.700000000011642,53163.000000000000000, , ,30,outbound,forward facing back of curb,sidewalk, 
5800,143826.399999999994179,53192.599999999998545, , ,30,outbound,forward facing back of sidewalk,sidewalk, 
5810,143821.899999999994179,53199.800000000002910, , ,30,inbound,forward facing back of sidewalk,sidewalk, 
5820,143676.200000000011642,53267.699999999997090, , ,30,inbound,rear facing back of curb,sidewalk, 
5850,143615.399999999994179,53292.599999999998545, , ,30,outbound,forward facing back of sidewalk,sidewalk, 
5860,143539.000000000000000,53330.500000000000000, , ,30,not applicable,forward facing edge of pavement, ,transfer point
5870,143559.399999999994179,53318.699999999997090, , ,30,not applicable,forward facing back of sidewalk,sidewalk,transfer point
5900,143457.299999999988358,53405.300000000002910, , ,30,not applicable,forward facing back of sidewalk,sidewalk,transfer point
5910,143462.100000000005821,53414.699999999997090, , ,30,not applicable,forward facing edge of pavement, , 
5940,143442.100000000005821,53476.199999999997090, , ,30,outbound,forward facing back of sidewalk,sidewalk, 
5950,143453.399999999994179,53460.300000000002910, , ,30,inbound,forward facing back of sidewalk,sidewalk, 
5970,143442.799999999988358,53586.300000000002910, ,Shelter,30,inbound,forward facing back of curb,sidewalk, 
5980,143439.899999999994179,53597.300000000002910, , ,30,outbound,forward facing back of curb,sidewalk,transfer point
5990,143445.799999999988358,53669.599999999998545, , ,30,outbound,forward facing back of curb,sidewalk, 
6000,143449.799999999988358,53677.000000000000000, , ,30,inbound,forward facing back of curb,sidewalk, 
6005,143976.200000000011642,53129.099999999998545, , ,"12, 30",not applicable,forward facing back of curb,sidewalk, 
6010,143885.399999999994179,53169.699999999997090, , ,30,inbound,forward facing back of sidewalk,sidewalk, 
6280,146266.700000000011642,52439.400000000001455, , ,15,not applicable,forward facing back of sidewalk,sidewalk, 
6290,146294.700000000011642,52405.000000000000000, , ,15,inbound,forward facing edge of pavement,sidewalk, 
6310,146285.799999999988358,53683.599999999998545, ,Shelter,17,inbound,forward facing back of curb,sidewalk, 
6325,145923.000000000000000,53960.000000000000000, , ,17,inbound,forward facing back of curb,sidewalk, 
6326,145918.000000000000000,53968.199999999997090,Bench, ,17,outbound,forward facing back of sidewalk,sidewalk, 
6360,145998.100000000005821,53874.000000000000000, , ,17,inbound,rear facing back of curb,sidewalk, 
6365,145995.299999999988358,53873.500000000000000, , ,17,outbound,forward facing back of curb,sidewalk, 
6370,146034.500000000000000,53847.199999999997090, , ,17,outbound,forward facing back of curb,sidewalk, 
6380,146078.299999999988358,53820.900000000001455, , ,17,inbound,forward facing back of curb,sidewalk, 
6390,146105.700000000011642,53799.699999999997090, , ,17,outbound,forward facing back of curb,sidewalk, 
6400,146140.700000000011642,53778.900000000001455, , ,17,inbound,forward facing back of curb,sidewalk, 
6410,146138.200000000011642,53778.199999999997090, , ,17,outbound,forward facing back of curb,sidewalk, 
