StopID,x,y,Bench,Shelter,routes,Direction,Pole_Locat,Sidewalk,Trans_P
14180,150105.600000000005821,52384.199999999997090, , ,40x,outbound,forward facing edge of pavement, , 
14190,150108.299999999988358,52385.800000000002910, , ,40x,inbound,rear facing edge of pavement, , 
14205,150373.100000000005821,52320.599999999998545, , ,40x,outbound,forward facing edge of pavement, , 
14210,150468.299999999988358,52240.099999999998545, , ,40x,outbound,rear facing back of curb, , 
14220,150471.799999999988358,52239.300000000002910, , ,40x,inbound,forward facing back of curb, , 
14240,148545.700000000011642,53236.900000000001455,Bench, ,"3, 40x",outbound,forward facing back of sidewalk,sidewalk, 
14260,142706.299999999988358,53669.599999999998545,Bench, ,10,outbound,forward facing back of curb,sidewalk, 
14270,142727.200000000011642,53611.199999999997090, ,Shelter,10,outbound,forward facing back of curb,sidewalk, 
14300,143198.200000000011642,53434.000000000000000, ,Shelter,235,not applicable,forward facing back of sidewalk,sidewalk,transfer point
14335,142167.200000000011642,54982.300000000002910,Bench, ,8,outbound,forward facing back of sidewalk,sidewalk, 
14340,142139.700000000011642,54908.900000000001455,Bench, ,8,outbound,forward facing back of curb, , 
14415,143728.399999999994179,50056.699999999997090, , ,12,inbound,forward facing edge of pavement,sidewalk, 
14420,143728.200000000011642,50056.000000000000000, , ,12,inbound,forward facing edge of pavement,sidewalk, 
14440,143837.799999999988358,50077.000000000000000, , ,12,inbound,forward facing edge of pavement,sidewalk, 
14460,143919.100000000005821,50091.699999999997090, , ,12,inbound,forward facing edge of pavement,sidewalk, 
14470,143988.100000000005821,50082.400000000001455, , ,12,inbound,forward facing edge of pavement,sidewalk, 
14480,144034.799999999988358,50053.300000000002910, , ,12,inbound,forward facing edge of pavement,sidewalk, 
14500,143970.899999999994179,50004.500000000000000, , ,12,inbound,forward facing edge of pavement,sidewalk, 
14520,143899.500000000000000,50067.900000000001455, , ,12,inbound,forward facing edge of pavement,sidewalk, 
14610,148328.899999999994179,57608.099999999998545, , ,29,not applicable,forward facing back of sidewalk,sidewalk, 
14630,148264.299999999988358,57622.699999999997090, , ,29,not applicable,forward facing back of curb, , 
14635,148317.100000000005821,57612.199999999997090,Bench, ,29,not applicable,forward facing back of sidewalk,sidewalk, 
14640,148421.600000000005821,57534.000000000000000, , ,29,not applicable,rear facing back of sidewalk,sidewalk, 
14650,148504.399999999994179,57472.900000000001455, , ,29,not applicable,forward facing back of curb,sidewalk, 
14700,148544.500000000000000,57120.300000000002910, , ,29,not applicable,rear facing back of curb,sidewalk, 
14710,148576.000000000000000,57170.599999999998545, , ,29, , , , 
14870,146266.600000000005821,52912.400000000001455, , ,39,inbound,forward facing back of sidewalk,sidewalk, 
14880,146257.600000000005821,52942.500000000000000, , ,39,inbound,forward facing back of sidewalk,sidewalk, 
15000,147843.600000000005821,53349.099999999998545, , ,"221, 40x, 46x, 9",outbound,forward facing back of curb,sidewalk,transfer point
15150,144183.799999999988358,56442.400000000001455, , ,13,inbound,forward facing edge of pavement, , 
15160,144248.799999999988358,56456.099999999998545, , ,13,not applicable,forward facing edge of pavement, , 
15210,144116.899999999994179,56608.800000000002910, , ,13,inbound,forward facing edge of pavement, , 
15310,147751.399999999994179,54746.000000000000000,Bench, ,3,outbound,forward facing back of sidewalk,sidewalk, 
15320,147785.500000000000000,54693.699999999997090, , ,3,outbound,forward facing back of sidewalk,sidewalk, 
15360,147804.200000000011642,54664.599999999998545, , ,3,outbound,forward facing back of sidewalk,sidewalk, 
15370,147815.100000000005821,54656.300000000002910, , ,3,inbound,forward facing back of sidewalk,sidewalk, 
15390,147839.200000000011642,54614.900000000001455, , ,3,outbound,forward facing back of sidewalk,sidewalk, 
15400,147876.899999999994179,54602.400000000001455, ,Shelter,3,inbound,forward facing back of sidewalk,sidewalk,transfer point
15440,147916.799999999988358,54595.599999999998545, , ,3,outbound,forward facing back of sidewalk,sidewalk,transfer point
15480,148033.000000000000000,54576.000000000000000,Bench, ,"29, 3",outbound,forward facing back of sidewalk,sidewalk, 
15500,148073.799999999988358,54577.000000000000000, ,Shelter,"29, 3",inbound,forward facing back of sidewalk,sidewalk, 
15510,148132.600000000005821,54563.900000000001455, ,Shelter,3,not applicable,forward facing back of sidewalk,sidewalk, 
15760,145979.700000000011642,53421.400000000001455, , ,27,outbound,forward facing back of sidewalk,sidewalk,transfer point
15770,145981.600000000005821,53425.199999999997090,Bench, ,27,inbound,forward facing back of sidewalk,sidewalk,transfer point
15780,146082.100000000005821,53414.900000000001455, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
15790,146109.799999999988358,53418.599999999998545, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
15800,146160.500000000000000,53408.599999999998545, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
15810,146162.799999999988358,53414.000000000000000, , ,27,inbound,forward facing back of curb,sidewalk, 
15820,146220.399999999994179,53373.599999999998545, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
15830,146250.700000000011642,53350.000000000000000,Bench, ,27,inbound,rear facing back of curb,sidewalk,transfer point
15850,146299.600000000005821,53295.400000000001455, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
15855,146295.299999999988358,53306.400000000001455, , ,27,inbound,forward facing back of curb,sidewalk, 
15880,146381.100000000005821,53222.800000000002910, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
15890,146391.100000000005821,53209.500000000000000, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
15900,146470.799999999988358,53154.000000000000000,Bench, ,27,inbound,forward facing back of sidewalk,sidewalk,transfer point
15910,146515.200000000011642,53111.199999999997090, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
15930,146582.200000000011642,53065.400000000001455, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
15950,146686.500000000000000,53046.300000000002910,Bench, ,27,inbound,forward facing back of sidewalk,sidewalk, 
15960,146676.399999999994179,53041.099999999998545, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
15980,146751.799999999988358,53018.300000000002910, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16000,146784.700000000011642,53008.300000000002910, ,Shelter,27,inbound,forward facing back of sidewalk,sidewalk, 
16010,146819.200000000011642,52982.800000000002910, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16030,146922.500000000000000,52925.699999999997090, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16040,146941.700000000011642,52922.199999999997090, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
16090,147211.799999999988358,52766.300000000002910, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16091,147219.299999999988358,52770.699999999997090, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
16100,147263.200000000011642,52741.099999999998545, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16120,147287.700000000011642,52734.800000000002910, ,Shelter,27,inbound,forward facing back of sidewalk,sidewalk, 
16130,147341.700000000011642,52685.199999999997090, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16140,147347.899999999994179,52687.699999999997090, ,Shelter,27,inbound,forward facing back of sidewalk,sidewalk, 
16150,147424.000000000000000,52623.199999999997090, , ,27,inbound,forward facing back of curb, ,transfer point
16160,147413.500000000000000,52627.900000000001455, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16190,147497.600000000005821,52480.699999999997090, , ,27,outbound,rear facing back of curb,sidewalk, 
16200,147506.899999999994179,52463.199999999997090, , ,27,inbound,forward facing back of curb,sidewalk, 
16230,147511.700000000011642,52406.099999999998545, ,Shelter,27,outbound,forward facing back of curb,sidewalk, 
16240,147502.799999999988358,52288.400000000001455, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
16250,147497.200000000011642,52280.300000000002910, , ,27,outbound,forward facing back of sidewalk,sidewalk,transfer point
16260,147514.600000000005821,52340.000000000000000, ,Shelter,27,inbound,forward facing back of curb,sidewalk, 
16290,147496.100000000005821,52206.699999999997090, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16300,147506.000000000000000,52185.000000000000000, , ,27,inbound,rear facing back of sidewalk,sidewalk, 
16310,147532.000000000000000,52079.000000000000000, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
16320,147538.000000000000000,52039.699999999997090, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16350,147569.600000000005821,51961.699999999997090, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16351,147565.700000000011642,51980.699999999997090, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
16360,147618.100000000005821,51881.000000000000000, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
16370,147618.200000000011642,51869.599999999998545, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16380,147651.399999999994179,51804.599999999998545, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
16390,147655.000000000000000,51808.199999999997090, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
16400,147726.100000000005821,51654.800000000002910,Bench, ,27,outbound,forward facing back of curb,sidewalk, 
16410,147708.500000000000000,51706.800000000002910, ,Shelter,27,inbound,forward facing back of sidewalk,sidewalk,transfer point
16420,147750.399999999994179,51606.300000000002910,Bench, ,"27, 65x",outbound,forward facing back of sidewalk,sidewalk, 
16430,147760.700000000011642,51602.500000000000000, ,Shelter,"27, 65x",inbound,forward facing back of sidewalk,sidewalk, 
16450,147785.500000000000000,51537.900000000001455, , ,"27, 65x",outbound,forward facing back of sidewalk,sidewalk, 
16480,147796.200000000011642,51531.000000000000000, , ,"27, 65x",inbound,forward facing back of sidewalk,sidewalk, 
16490,147837.399999999994179,51318.400000000001455, , ,"27, 65x",outbound,forward facing back of sidewalk,sidewalk, 
16510,147859.799999999988358,51297.400000000001455,Bench, ,"27, 65x",inbound,forward facing back of sidewalk,sidewalk, 
16520,147909.100000000005821,51234.599999999998545, , ,"27, 65x",inbound,forward facing back of sidewalk,sidewalk, 
16521,147903.600000000005821,51230.099999999998545, , ,"27, 65x",outbound,forward facing back of sidewalk,sidewalk, 
16540,147944.600000000005821,51175.900000000001455,Bench, ,"27, 65x",outbound,forward facing back of sidewalk,sidewalk, 
16550,147976.000000000000000,51124.900000000001455, , ,"27, 65x",inbound,forward facing back of sidewalk,sidewalk, 
16560,147970.700000000011642,51123.099999999998545, , ,"27, 65x",outbound,forward facing back of sidewalk,sidewalk, 
16580,147997.600000000005821,51047.300000000002910, , ,"27, 65x",outbound,forward facing back of sidewalk,sidewalk,transfer point
16600,148007.299999999988358,51035.900000000001455, ,Shelter,"27, 65x",inbound,forward facing back of sidewalk,sidewalk,transfer point
16610,148088.399999999994179,50824.800000000002910,Bench, ,"27, 65x",inbound,forward facing back of sidewalk,sidewalk, 
16620,148128.899999999994179,50731.699999999997090,Bench, ,"27, 65x",inbound,forward facing back of curb,sidewalk, 
16630,148225.799999999988358,50611.800000000002910, , ,"27, 65x",inbound,rear facing back of curb,sidewalk, 
16640,148331.899999999994179,50342.000000000000000, , ,"27, 51, 65x",inbound,forward facing back of curb,sidewalk, 
16650,147050.799999999988358,55949.599999999998545, , ,211,inbound,forward facing edge of pavement,sidewalk, 
16690,142809.399999999994179,54052.599999999998545,Bench, ,235,inbound,forward facing back of sidewalk,sidewalk, 
16691,142815.399999999994179,54053.199999999997090,Bench,Shelter,235,inbound,forward facing back of sidewalk,sidewalk, 
16770,145232.200000000011642,51666.300000000002910, , ,"30, 57",not applicable,forward facing back of sidewalk,sidewalk, 
16790,145318.100000000005821,51610.900000000001455, , ,"19, 20, 28",not applicable,forward facing back of sidewalk,sidewalk, 
16800,145370.700000000011642,51576.900000000001455, , ,"19, 20, 28",not applicable,forward facing back of sidewalk,sidewalk,transfer point
16840,145229.299999999988358,51660.900000000001455, , ,"30, 57",not applicable,forward facing back of curb,sidewalk, 
16890,145334.899999999994179,51593.699999999997090, , ,"19, 20, 28",not applicable,forward facing back of sidewalk,sidewalk,transfer point
16990,144746.899999999994179,55201.900000000001455, , ,26,outbound,forward facing back of sidewalk,sidewalk, 
17000,144744.299999999988358,55202.699999999997090, , ,26,inbound,forward facing back of curb,sidewalk, 
17020,142685.000000000000000,54922.300000000002910, ,Shelter,8,inbound,forward facing back of sidewalk,sidewalk, 
17050,142692.600000000005821,54817.699999999997090, ,Shelter,8,inbound,rear facing back of curb,sidewalk, 
17141,145180.700000000011642,54223.500000000000000, , ,4, , , , 
17180,145673.100000000005821,55470.400000000001455, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
17200,145156.100000000005821,54153.599999999998545, , ,"17, 23, 40x, 46x, 52x, 64x, 65x, 74x",inbound,forward facing back of curb,sidewalk,transfer point
17210,145184.100000000005821,54178.599999999998545, , ,"17, 23",inbound,forward facing back of curb,sidewalk,transfer point
17220,145256.200000000011642,54232.199999999997090, , ,23,outbound,forward facing back of curb,sidewalk,transfer point
17230,145230.600000000005821,54217.599999999998545, , ,23,inbound,forward facing back of curb,sidewalk,transfer point
17240,145323.200000000011642,54295.099999999998545, ,Shelter,23,inbound,forward facing back of curb,sidewalk,transfer point
17250,145320.299999999988358,54287.000000000000000, , ,23,outbound,forward facing back of curb,sidewalk,transfer point
17260,145363.500000000000000,54328.000000000000000, , ,23,inbound,forward facing back of sidewalk,sidewalk,transfer point
17270,145367.500000000000000,54324.900000000001455, , ,23,outbound,rear facing back of curb,sidewalk,transfer point
17290,145465.700000000011642,54408.300000000002910, , ,23,outbound,forward facing back of sidewalk,sidewalk,transfer point
17300,145474.899999999994179,54419.400000000001455, , ,23,inbound,forward facing back of sidewalk,sidewalk, 
17330,145531.700000000011642,54465.099999999998545, , ,23,outbound,forward facing back of sidewalk,sidewalk,transfer point
17340,145530.399999999994179,54466.699999999997090,Bench, ,23,inbound,forward facing back of sidewalk,sidewalk,transfer point
17400,145604.700000000011642,54520.400000000001455, , ,23,outbound,forward facing back of sidewalk,sidewalk,transfer point
17420,145622.600000000005821,54543.500000000000000,Bench, ,23,inbound,forward facing back of sidewalk,sidewalk,transfer point
17450,145660.000000000000000,54573.000000000000000,Bench, ,23,outbound,forward facing back of curb,sidewalk,transfer point
17480,145700.799999999988358,54611.199999999997090, , ,23,inbound,rear facing back of sidewalk,sidewalk,transfer point
17490,145781.100000000005821,54685.199999999997090, ,Shelter,23,outbound,forward facing back of curb,sidewalk,transfer point
17500,145799.700000000011642,54704.599999999998545, ,Shelter,23,inbound,forward facing edge of pavement,sidewalk,transfer point
17520,145821.600000000005821,54722.099999999998545, , ,23,outbound,forward facing back of curb, ,transfer point
17540,145893.399999999994179,54791.900000000001455, , ,23,inbound,forward facing back of sidewalk,sidewalk,transfer point
17550,145892.000000000000000,54786.199999999997090, , ,23,outbound,forward facing back of curb,sidewalk,transfer point
17580,145984.200000000011642,54899.699999999997090, , ,23,outbound,forward facing back of curb,sidewalk,transfer point
17620,146029.399999999994179,54932.800000000002910, ,Shelter,23,inbound,forward facing back of sidewalk,sidewalk,transfer point
17630,146076.899999999994179,54964.500000000000000, , ,23,inbound,rear facing back of curb,sidewalk, 
17640,146110.399999999994179,54987.900000000001455, , ,23,inbound,other,sidewalk,transfer point
17660,146117.100000000005821,54990.000000000000000,Bench, ,23,outbound,forward facing back of sidewalk,sidewalk,transfer point
17670,144881.399999999994179,54422.099999999998545, , ,"22, 26, 7",outbound,forward facing back of curb,sidewalk,transfer point
17671,144876.700000000011642,54429.099999999998545, , ,7, , , , 
17672,144911.299999999988358,54448.599999999998545, , ,"22, 26, 7",outbound,rear facing back of curb,sidewalk, 
17675,144957.299999999988358,54488.000000000000000, , ,"22, 26",outbound,forward facing back of sidewalk,sidewalk, 
17680,144992.600000000005821,54519.099999999998545, , ,"22, 26",outbound,forward facing back of sidewalk,sidewalk, 
17690,145193.000000000000000,54737.099999999998545, , ,22,inbound,forward facing back of curb,sidewalk, 
17700,145245.399999999994179,54807.000000000000000, , ,22,outbound,forward facing back of curb,sidewalk, 
17720,145284.600000000005821,54871.900000000001455, , ,22,inbound,forward facing back of curb,sidewalk, 
17730,145285.600000000005821,54868.199999999997090, , ,22,outbound,forward facing back of curb,sidewalk, 
17740,145305.600000000005821,54903.900000000001455, , ,22,inbound,forward facing back of curb,sidewalk, 
17760,145327.799999999988358,54932.800000000002910, , ,22,outbound,forward facing back of curb,sidewalk, 
17780,145374.100000000005821,55003.900000000001455, ,Shelter,22,outbound,forward facing back of curb,sidewalk,transfer point
17790,145329.299999999988358,54939.699999999997090, , ,22,inbound,forward facing back of curb,sidewalk, 
17800,145424.000000000000000,55085.599999999998545, , ,22,inbound,forward facing back of curb,sidewalk, 
17810,145367.000000000000000,54998.500000000000000, , ,22,inbound,forward facing back of curb,sidewalk, 
17820,145420.000000000000000,55074.699999999997090, , ,22,outbound,forward facing back of curb,sidewalk, 
17830,145457.100000000005821,55141.099999999998545, , ,22,inbound,rear facing back of sidewalk,sidewalk,transfer point
17840,145461.600000000005821,55136.199999999997090, , ,22,outbound,forward facing back of curb,sidewalk, 
17860,145615.399999999994179,55384.599999999998545, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
17861,145615.000000000000000,55392.300000000002910, , ,22, , , , 
17880,145671.899999999994179,55473.900000000001455, , ,22,inbound,rear facing back of curb, , 
17900,145719.799999999988358,55536.099999999998545, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
17910,145759.600000000005821,55601.400000000001455, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
17920,145779.700000000011642,55649.400000000001455, , ,22,inbound,rear facing back of curb, , 
17930,145782.799999999988358,55651.500000000000000, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
17940,145821.100000000005821,55734.400000000001455, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
17950,145838.500000000000000,55771.800000000002910, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
17960,145843.600000000005821,55790.599999999998545, , ,22,inbound,forward facing back of curb, , 
17970,145861.299999999988358,55817.400000000001455, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
17980,145910.500000000000000,55895.099999999998545, , ,"13, 22",outbound,forward facing back of sidewalk,sidewalk, 
17990,145913.600000000005821,55904.900000000001455, , ,"13, 22",inbound,forward facing back of curb, , 
18000,145971.899999999994179,55992.000000000000000, , ,"13, 22",inbound,forward facing back of curb, , 
18010,145975.500000000000000,55985.900000000001455, , ,"13, 22",outbound,forward facing back of sidewalk,sidewalk, 
18040,145271.500000000000000,53951.199999999997090, , ,"27, 9",inbound,forward facing back of curb,sidewalk,transfer point
18120,145038.899999999994179,54333.900000000001455, ,Shelter,"11, 21",outbound,rear facing back of curb,sidewalk, 
18150,145088.500000000000000,54373.900000000001455, ,Shelter,"11, 21",outbound,rear facing back of curb,sidewalk, 
18190,145139.299999999988358,54416.599999999998545, , ,"11, 21",outbound,forward facing back of curb,sidewalk,transfer point
18300,145328.600000000005821,54585.099999999998545, , ,"11, 21",outbound,forward facing back of curb,sidewalk, 
18330,145324.000000000000000,54587.400000000001455, , ,"11, 21",inbound,forward facing back of sidewalk,sidewalk,transfer point
18370,145401.600000000005821,54655.199999999997090, , ,"11, 21",outbound,forward facing back of sidewalk,sidewalk,transfer point
18390,145442.899999999994179,54696.699999999997090, , ,"11, 21",inbound,forward facing back of sidewalk,sidewalk,transfer point
18400,145451.600000000005821,54700.400000000001455, , ,11,outbound,forward facing back of sidewalk,sidewalk,transfer point
18420,145521.299999999988358,54764.699999999997090, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
18430,145517.700000000011642,54770.000000000000000, , ,11,inbound,rear facing back of curb,sidewalk, 
18440,145558.100000000005821,54807.800000000002910, , ,11,inbound,rear facing back of curb,sidewalk, 
18450,145597.799999999988358,54842.000000000000000, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
18460,145570.899999999994179,54811.500000000000000, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
18470,145597.500000000000000,54848.400000000001455, , ,11,inbound,forward facing back of sidewalk,sidewalk, 
18480,145668.799999999988358,54923.599999999998545, , ,11,inbound,rear facing back of curb,sidewalk, 
18490,145684.500000000000000,54937.300000000002910, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
18500,145734.200000000011642,54992.599999999998545, , ,11,inbound,forward facing back of curb,sidewalk, 
18510,145724.200000000011642,54976.800000000002910, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
18520,145808.200000000011642,55057.000000000000000, , ,"11, 3",outbound,forward facing back of sidewalk,sidewalk,transfer point
18530,145802.100000000005821,55057.400000000001455, , ,"11, 3",inbound,forward facing back of sidewalk,sidewalk,transfer point
18540,145871.799999999988358,55106.900000000001455, , ,"11, 3",outbound,forward facing back of sidewalk,sidewalk,transfer point
18550,145857.600000000005821,55105.000000000000000, , ,"11, 3",inbound,forward facing back of sidewalk,sidewalk,transfer point
18570,145941.299999999988358,55146.400000000001455, , ,"11, 3",inbound,forward facing back of sidewalk,sidewalk,transfer point
18580,146034.600000000005821,55187.800000000002910, , ,11,outbound,forward facing back of sidewalk,sidewalk,transfer point
18590,146053.000000000000000,55196.199999999997090,Bench, ,11,inbound,forward facing back of sidewalk,sidewalk,transfer point
18610,146146.100000000005821,55237.400000000001455, ,Shelter,11,inbound,forward facing back of sidewalk,sidewalk,transfer point
18620,146173.000000000000000,55236.400000000001455, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
18630,146221.899999999994179,55252.500000000000000, ,Shelter,11,inbound,forward facing back of curb,sidewalk,transfer point
18640,146268.100000000005821,55267.599999999998545, , ,"11, 13",outbound,forward facing back of curb,sidewalk,transfer point
18650,147225.600000000005821,55707.699999999997090, , ,11,outbound,forward facing back of curb,sidewalk,transfer point
18660,146350.899999999994179,55329.599999999998545, , ,"11, 13",outbound,forward facing back of curb,sidewalk, 
18670,146377.899999999994179,55350.400000000001455, ,Shelter,"11, 13",outbound,forward facing back of curb,sidewalk, 
18680,146360.500000000000000,55341.300000000002910, ,Shelter,"11, 13",inbound,forward facing back of sidewalk,sidewalk,transfer point
18700,146470.899999999994179,55379.699999999997090,Bench, ,11,outbound,forward facing back of curb,sidewalk, 
18720,146507.700000000011642,55383.099999999998545,Bench, ,11,inbound,forward facing back of sidewalk,sidewalk, 
18730,146608.399999999994179,55377.800000000002910,Bench, ,11,inbound,forward facing back of sidewalk,sidewalk, 
18740,146635.899999999994179,55369.400000000001455, , ,11,outbound,forward facing back of curb,sidewalk, 
18750,146714.399999999994179,55370.300000000002910, , ,11,inbound,forward facing back of sidewalk,sidewalk, 
18760,146737.000000000000000,55362.300000000002910, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
18770,146782.399999999994179,55365.800000000002910, ,Shelter,11,inbound,forward facing back of sidewalk,sidewalk, 
18780,146926.299999999988358,55408.199999999997090, ,Shelter,11,inbound,forward facing back of sidewalk,sidewalk, 
18790,146826.100000000005821,55362.699999999997090, , ,11,outbound,forward facing back of curb,sidewalk, 
18800,146902.299999999988358,55386.400000000001455, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
18820,147054.299999999988358,55498.800000000002910, , ,"11, 39",inbound,forward facing back of sidewalk,sidewalk,transfer point
18840,147110.299999999988358,55546.500000000000000, , ,"11, 39",inbound,forward facing back of curb,sidewalk, 
18860,147198.399999999994179,55640.699999999997090,Bench, ,11,outbound,forward facing back of sidewalk,sidewalk,transfer point
18890,147197.200000000011642,55672.099999999998545,Bench, ,11,inbound,forward facing back of sidewalk,sidewalk, 
18910,147309.799999999988358,56192.599999999998545, , ,11,inbound,forward facing back of curb,sidewalk, 
18930,147518.500000000000000,56452.800000000002910, , ,11,outbound,forward facing back of curb,sidewalk, 
18960,147609.799999999988358,56607.300000000002910,Bench, ,11,outbound,forward facing back of curb,sidewalk, 
19040,147869.100000000005821,57171.800000000002910,Bench, ,22,not applicable,forward facing back of sidewalk,sidewalk,transfer point
19060,147835.000000000000000,57147.400000000001455, , ,22,not applicable,forward facing edge of pavement,sidewalk,transfer point
19110,148082.299999999988358,57426.900000000001455, , ,"29, 47x, 59",not applicable,forward facing back of curb,sidewalk,transfer point
19120,148114.600000000005821,57450.699999999997090, , ,"29, 47x, 59",not applicable,forward facing back of curb, ,transfer point
19130,148156.000000000000000,57513.500000000000000, , ,"29, 47x, 59", , , , 
19140,143494.100000000005821,52511.900000000001455,Bench, ,24,inbound,forward facing back of sidewalk,sidewalk, 
19160,143507.299999999988358,52260.099999999998545, , ,24,inbound,forward facing edge of pavement,sidewalk, 
19200,143466.299999999988358,52173.699999999997090, ,Shelter,24,inbound,forward facing edge of pavement, , 
19210,143356.399999999994179,51983.699999999997090,Bench, ,24,inbound,forward facing back of sidewalk,sidewalk,transfer point
19230,143336.100000000005821,51952.800000000002910, , ,24,outbound,forward facing back of curb,sidewalk,transfer point
19240,143324.100000000005821,51896.500000000000000, , ,24,outbound,forward facing back of curb,sidewalk, 
19250,143327.600000000005821,51902.699999999997090, , ,24,inbound,forward facing back of sidewalk,sidewalk, 
19260,143309.799999999988358,51806.800000000002910, , ,24,outbound,forward facing back of curb,sidewalk, 
19270,143302.799999999988358,51741.900000000001455,Bench, ,24,outbound,forward facing back of curb,sidewalk, 
19280,143306.200000000011642,51744.400000000001455,Bench, ,24,inbound,forward facing edge of pavement, , 
19290,143293.399999999994179,51650.900000000001455, , ,24,inbound,forward facing edge of pavement, , 
19300,143289.299999999988358,51650.800000000002910, , ,24,outbound,forward facing back of curb,sidewalk, 
19310,143281.700000000011642,51594.300000000002910, , ,24,inbound,forward facing back of curb,sidewalk, 
19320,143275.600000000005821,51517.599999999998545,Bench, ,24,outbound,forward facing back of curb,sidewalk, 
19330,143284.799999999988358,51500.199999999997090, ,Shelter,24,inbound,forward facing back of sidewalk,sidewalk, 
19340,143335.399999999994179,51329.099999999998545, , ,24,outbound,forward facing back of sidewalk,sidewalk, 
19350,143336.000000000000000,51339.000000000000000, , ,"24, 57",inbound,forward facing back of sidewalk,sidewalk,transfer point
19360,143366.200000000011642,51243.800000000002910, , ,24,inbound,forward facing back of curb,sidewalk, 
19370,143362.700000000011642,51239.300000000002910, , ,24,outbound,forward facing back of curb, , 
19380,143367.299999999988358,51179.300000000002910, , ,24,outbound,forward facing back of sidewalk,sidewalk, 
19390,143370.899999999994179,51178.000000000000000, , ,24,inbound,forward facing back of sidewalk,sidewalk, 
19400,143389.899999999994179,51098.900000000001455, , ,24,outbound,forward facing back of sidewalk,sidewalk, 
19410,143382.100000000005821,51130.400000000001455,Bench, ,24,inbound,forward facing back of sidewalk,sidewalk, 
19420,143410.899999999994179,51076.300000000002910, , ,24,inbound,forward facing back of sidewalk,sidewalk, 
19430,143428.799999999988358,51042.800000000002910, , ,24,outbound,rear facing back of curb,sidewalk, 
19440,143441.899999999994179,51014.099999999998545, ,Shelter,24,inbound,rear facing back of curb,sidewalk, 
19530,145438.899999999994179,56413.199999999997090,Bench, ,13,outbound,forward facing back of curb,sidewalk, 
19531,145414.100000000005821,56409.000000000000000,Bench, ,13,inbound,forward facing back of curb,sidewalk, 
19535,145278.799999999988358,56358.199999999997090,Bench, ,13,inbound,forward facing back of curb,sidewalk, 
19536,145280.200000000011642,56350.400000000001455,Bench, ,13,outbound,forward facing back of curb,sidewalk, 
19560,145598.799999999988358,56481.099999999998545, , ,13,outbound,forward facing back of curb,sidewalk, 
19570,145614.000000000000000,56485.400000000001455,Bench, ,13,inbound,forward facing back of curb,sidewalk, 
19622,144920.799999999988358,55494.599999999998545, , ,26,inbound,forward facing edge of pavement, ,transfer point
19630,144853.600000000005821,55657.800000000002910, , ,26,outbound,forward facing edge of pavement, , 
19640,144858.399999999994179,55652.800000000002910, , ,26,inbound,forward facing back of sidewalk,sidewalk, 
19650,144780.200000000011642,55733.599999999998545, , ,26,outbound,forward facing edge of pavement, , 
19660,144771.700000000011642,55743.500000000000000, , ,26,inbound,forward facing edge of pavement,sidewalk, 
